Feature ID	Wild-type - WT3_S9 (GE) - Expression values	Wild-type - WT3_S9 (GE) - Unique gene reads	Wild-type - WT3_S9 (GE) - Total gene reads
SAOUHSC_01338	15536	15536	15536
SAOUHSC_01114	1892	1892	1892
SAOUHSC_00887	11094	11094	11094
SAOUHSC_01333	10320	10320	10320
SAOUHSC_02457	5457	5457	5457
SAOUHSC_00365	106476	106476	106476
SAOUHSC_00715	30643	30640	30643
SAOUHSC_01595	1275	1275	1275
SAOUHSC_01362	13247	13247	13247
SAOUHSC_02456	5463	5463	5463
SAOUHSC_02468	2205	2205	2205
SAOUHSC_02984	10496	10496	10496
SAOUHSC_00713	19868	19868	19868
SAOUHSC_02289	626	626	626
SAOUHSC_01741	9911	9911	9911
SAOUHSC_00488	72870	72870	72870
SAOUHSC_00877	8914	8914	8914
SAOUHSC_00935	31426	31426	31426
SAOUHSC_01427	20443	20443	20443
SAOUHSC_02896	476	476	476
SAOUHSC_00910	25613	25613	25613
SAOUHSC_01850	50713	50713	50713
SAOUHSC_01775	3989	3989	3989
SAOUHSC_00147	659	659	659
SAOUHSC_01955	101	101	101
SAOUHSC_00102	344	344	344
SAOUHSC_00661	2234	2234	2234
SAOUHSC_02727	10610	10610	10610
SAOUHSC_01817	1987	1987	1987
SAOUHSC_01259	9188	9188	9188
SAOUHSC_00757	36210	36210	36210
SAOUHSC_00724	2035	2035	2035
SAOUHSC_02704	2305	2305	2305
SAOUHSC_01828	5922	5922	5922
SAOUHSC_02964	1537	1537	1537
SAOUHSC_01890	5096	5096	5096
SAOUHSC_02723	12784	12784	12784
SAOUHSC_02579	14913	14913	14913
SAOUHSC_02142	16556	16556	16556
rplN	28030	28030	28030
SAOUHSC_02400	92596	92596	92596
SAOUHSC_02410	1934	0	1934
SAOUHSC_01233	2210	2210	2210
SAOUHSC_00640	9701	9701	9701
fumC	118180	118180	118180
SAOUHSC_00641	22788	22788	22788
SAOUHSC_T00040	731	731	731
SAOUHSC_00819	15381	15381	15381
SAOUHSC_T00044	578	0	578
SAOUHSC_02095	34503	34503	34503
SAOUHSC_01341	2468	2468	2468
SAOUHSC_01895	27182	27182	27182
SAOUHSC_02679	133	133	133
SAOUHSC_02387	10436	10436	10436
SAOUHSC_00319	4182	4182	4182
SAOUHSC_01128	1302	1302	1302
rplV	22887	22887	22887
cysS	15134	15134	15134
SAOUHSC_00301	5102	5102	5102
SAOUHSC_02441	379617	379617	379617
SAOUHSC_00461	72805	72805	72805
SAOUHSC_01632	253443	253443	253443
SAOUHSC_01257	6883	6883	6883
SAOUHSC_02998	222	222	222
SAOUHSC_00681	11113	11113	11113
SAOUHSC_00908	35037	35037	35037
SAOUHSC_00730	10678	10678	10678
SAOUHSC_01876	4059	4059	4059
SAOUHSC_01450	237	237	237
SAOUHSC_02152	8987	8987	8987
SAOUHSC_00085	1948	1948	1948
SAOUHSC_02907	834	834	834
SAOUHSC_02943	1052	1052	1052
trmE	5693	5693	5693
SAOUHSC_02296	7866	7866	7866
SAOUHSC_00028	8	8	8
SAOUHSC_T00042	1507	0	1507
SAOUHSC_01423	14463	14463	14463
SAOUHSC_02869	978692	978692	978692
ruvA	9411	9411	9411
rplR	25178	25178	25178
secG	12009	12009	12009
SAOUHSC_00782	10944	10944	10944
SAOUHSC_01025	32518	32518	32518
SAOUHSC_01377	2456	2456	2456
SAOUHSC_01916	11637	11637	11637
SAOUHSC_01939	130	130	130
SAOUHSC_00139	641	641	641
SAOUHSC_02121	20865	20865	20865
SAOUHSC_01868	72531	72531	72531
SAOUHSC_03027	614	614	614
SAOUHSC_00414	20104	20104	20104
SAOUHSC_02136	3086	3086	3086
SAOUHSC_01692	7566	7566	7566
gidB	4178	4178	4178
SAOUHSC_01142	71166	71166	71166
SAOUHSC_01091	7181	7181	7181
SAOUHSC_02920	5940	5940	5940
SAOUHSC_00434	1278	1278	1278
SAOUHSC_02422	9681	9681	9681
SAOUHSC_01192	14742	14742	14742
SAOUHSC_T00041	1739	1739	1739
SAOUHSC_01060	4752	4752	4752
SAOUHSC_00632	4485	4485	4485
SAOUHSC_00483	42042	42042	42042
SAOUHSC_01089	485	485	485
SAOUHSC_01610	17642	17642	17642
SAOUHSC_00536	44316	44316	44316
SAOUHSC_01316	1097	1097	1097
SAOUHSC_01178	15248	15248	15248
SAOUHSC_01346	46767	46767	46767
SAOUHSC_01095	7742	7742	7742
SAOUHSC_00171	2352	2352	2352
SAOUHSC_01803	83775	83775	83775
SAOUHSC_00865	30209	30209	30209
SAOUHSC_00608	1742	1742	1742
SAOUHSC_00980	18324	18324	18324
SAOUHSC_00372	616	616	616
SAOUHSC_01891	612	612	612
SAOUHSC_01434	31642	31642	31642
SAOUHSC_01055	21697	21697	21697
SAOUHSC_00712	13750	13750	13750
SAOUHSC_02611	26644	26644	26644
SAOUHSC_01497	11518	11518	11518
SAOUHSC_01815	50730	50730	50730
SAOUHSC_01599	85090	85090	85090
SAOUHSC_02274	11187	11187	11187
SAOUHSC_02467	1030	1030	1030
SAOUHSC_00031	1032	1025	1032
SAOUHSC_02542	9953	9953	9953
SAOUHSC_01852	11588	11588	11588
SAOUHSC_02525	32028	32028	32028
SAOUHSC_00020	20326	20326	20326
SAOUHSC_03052	12411	12411	12411
SAOUHSC_00866	33755	33755	33755
SAOUHSC_01194	15255	15255	15255
SAOUHSC_02097	59374	59374	59374
SAOUHSC_00734	1484	1484	1484
nrdR	11017	11017	11017
rpsS	23658	23658	23658
SAOUHSC_01274	2263	2263	2263
SAOUHSC_00655	38754	38754	38754
SAOUHSC_02725	7361	7361	7361
SAOUHSC_02674	540	540	540
pgk	98434	98434	98434
SAOUHSC_01253	44295	44295	44295
SAOUHSC_00846	7651	7651	7651
rplX	22432	22432	22432
SAOUHSC_01281	2405	2405	2405
SAOUHSC_01028	79217	79217	79217
rpsC	49741	49741	49741
tgt	53678	53678	53678
SAOUHSC_00307	4888	4888	4888
SAOUHSC_00539	6335	6335	6335
SAOUHSC_02564	4724	4724	4724
SAOUHSC_02999	211	211	211
SAOUHSC_00958	21507	21507	21507
hisH	123	123	123
SAOUHSC_00785	30137	30137	30137
SAOUHSC_02355	46980	46980	46980
SAOUHSC_02369	22227	22227	22227
SAOUHSC_01352	34382	34382	34382
SAOUHSC_02297	30501	30501	30501
SAOUHSC_00721	1717	1717	1717
SAOUHSC_01727	12925	12925	12925
SAOUHSC_00879	31921	31921	31921
SAOUHSC_T00026	3517	3500	3517
SAOUHSC_00736	15882	15882	15882
rho	46833	46833	46833
SAOUHSC_00364	214659	214659	214659
rplP	35529	35529	35529
SAOUHSC_02346	87047	87047	87047
SAOUHSC_00346	20127	20127	20127
rplD	44655	44655	44655
SAOUHSC_T00045	1119	1	1119
SAOUHSC_00373	2192	2192	2192
SAOUHSC_00541	3989	3989	3989
SAOUHSC_00947	53385	53385	53385
SAOUHSC_00694	64917	64917	64917
SAOUHSC_02517	17546	17546	17546
SAOUHSC_01873	2640	2640	2640
SAOUHSC_00189	44	44	44
SAOUHSC_01079	500	500	500
SAOUHSC_00985	109280	109280	109280
SAOUHSC_02139	9889	9889	9889
cbiO_2	4759	4759	4759
SAOUHSC_T00024	887	0	887
SAOUHSC_02755	18065	18065	18065
SAOUHSC_02887	271652	271652	271652
SAOUHSC_01258	15515	15515	15515
SAOUHSC_02680	528	528	528
rpsN_2	13561	13561	13561
SAOUHSC_00490	3661	3660	3661
ppnK	40474	40474	40474
SAOUHSC_03009	203	203	203
SAOUHSC_00984	12175	12175	12175
SAOUHSC_01354	21518	21518	21518
SAOUHSC_00057	5958	5958	5958
SAOUHSC_02423	23114	23114	23114
SAOUHSC_00719	3789	3789	3789
SAOUHSC_01476	3100	3100	3100
sucA	631757	631757	631757
SAOUHSC_02582	128069	128069	128069
SAOUHSC_02536	18498	18498	18498
SAOUHSC_02770	197	197	197
SAOUHSC_00953	25683	25683	25683
SAOUHSC_02957	3985	3985	3985
SAOUHSC_T00015	975	975	975
SAOUHSC_00795	229803	229803	229803
deoD	117670	117670	117670
SAOUHSC_02140	73939	73939	73939
SAOUHSC_02004	8034	8034	8034
SAOUHSC_00907	3665	3665	3665
SAOUHSC_00427	31826	31826	31826
SAOUHSC_00861	72978	72978	72978
SAOUHSC_00970	198	198	198
SAOUHSC_00859	7426	7426	7426
SAOUHSC_00996	5349	5349	5349
ureB	2109	2109	2109
SAOUHSC_T00029	88	0	88
SAOUHSC_02114	12483	12483	12483
SAOUHSC_02683	235	235	235
SAOUHSC_00294	10423	10423	10423
SAOUHSC_02363	49550	49550	49550
SAOUHSC_01454	17747	17747	17747
rpsE	38705	38705	38705
SAOUHSC_01499	11089	11089	11089
SAOUHSC_01330	955	955	955
SAOUHSC_00575	75871	75871	75871
SAOUHSC_00600	872	871	872
nsaR	9561	9561	9561
SAOUHSC_00695	3082	3082	3082
SAOUHSC_00659	34456	34456	34456
fabZ	13915	13915	13915
SAOUHSC_00141	6581	6581	6581
frr	43156	43156	43156
rplF	31562	31562	31562
xseA	29374	29374	29374
SAOUHSC_01107	6883	6883	6883
SAOUHSC_01858	9543	9543	9543
SAOUHSC_01473	9603	9603	9603
SAOUHSC_01814	89374	89374	89374
SAOUHSC_00847	65432	65432	65432
SAOUHSC_00792	13376	13376	13376
SAOUHSC_01443	1725	1725	1725
SAOUHSC_01411	1584	1584	1584
SAOUHSC_00890	3978	3978	3978
SAOUHSC_00019	11106	11106	11106
SAOUHSC_01796	21502	21502	21502
SAOUHSC_00534	17535	17535	17535
SAOUHSC_01148	50042	50042	50042
SAOUHSC_01801	101148	101148	101148
SAOUHSC_02130	3186	3173	3186
SAOUHSC_01769	4623	4623	4623
SAOUHSC_01685	35099	35099	35099
SAOUHSC_00435	865	865	865
SAOUHSC_01448	430	430	430
rpsF	20601	20601	20601
SAOUHSC_01724	3205	3205	3205
SAOUHSC_00468	43663	43663	43663
rpmG_2	12445	12445	12445
recR	48578	48578	48578
SAOUHSC_01261	10840	10840	10840
SAOUHSC_00442	24493	24493	24493
pyrH	43855	43855	43855
SAOUHSC_01894	1080	1080	1080
SAOUHSC_01289	4	4	4
SAOUHSC_02796	14	14	14
SAOUHSC_00032	0	0	0
SAOUHSC_00212	0	0	0
SAOUHSC_00609	0	0	0
SAOUHSC_00745	0	0	0
SAOUHSC_01325	0	0	0
SAOUHSC_01494	0	0	0
SAOUHSC_01500	0	0	0
SAOUHSC_01514	0	0	0
SAOUHSC_01515	0	0	0
SAOUHSC_01516	0	0	0
SAOUHSC_01517	0	0	0
SAOUHSC_01518	0	0	0
SAOUHSC_01519	0	0	0
SAOUHSC_01520	0	0	0
SAOUHSC_01521	0	0	0
SAOUHSC_01522	0	0	0
SAOUHSC_01523	0	0	0
SAOUHSC_01524	0	0	0
SAOUHSC_01525	0	0	0
SAOUHSC_01526	0	0	0
SAOUHSC_01527	0	0	0
SAOUHSC_01528	0	0	0
SAOUHSC_01529	0	0	0
SAOUHSC_01530	0	0	0
SAOUHSC_01531	0	0	0
SAOUHSC_01532	0	0	0
SAOUHSC_01533	0	0	0
SAOUHSC_01535	0	0	0
SAOUHSC_01536	0	0	0
SAOUHSC_01537	0	0	0
SAOUHSC_01538	0	0	0
SAOUHSC_01539	0	0	0
SAOUHSC_01540	0	0	0
SAOUHSC_01541	0	0	0
SAOUHSC_01542	0	0	0
SAOUHSC_01543	0	0	0
SAOUHSC_01544	0	0	0
SAOUHSC_01545	0	0	0
SAOUHSC_01546	0	0	0
SAOUHSC_01547	0	0	0
SAOUHSC_01548	0	0	0
SAOUHSC_01549	0	0	0
SAOUHSC_01550	0	0	0
SAOUHSC_01551	0	0	0
SAOUHSC_01552	0	0	0
SAOUHSC_01553	0	0	0
SAOUHSC_01555	0	0	0
SAOUHSC_01556	0	0	0
SAOUHSC_01557	0	0	0
SAOUHSC_01558	0	0	0
SAOUHSC_01559	0	0	0
SAOUHSC_01560	0	0	0
SAOUHSC_01561	0	0	0
SAOUHSC_01562	0	0	0
SAOUHSC_01563	0	0	0
SAOUHSC_01565	0	0	0
SAOUHSC_01566	0	0	0
SAOUHSC_01567	0	0	0
SAOUHSC_01568	0	0	0
SAOUHSC_01569	0	0	0
SAOUHSC_01570	0	0	0
SAOUHSC_01571	0	0	0
SAOUHSC_01572	0	0	0
SAOUHSC_01573	0	0	0
SAOUHSC_01574	0	0	0
SAOUHSC_01575	0	0	0
SAOUHSC_01576	0	0	0
SAOUHSC_01577	0	0	0
SAOUHSC_01578	0	0	0
SAOUHSC_01579	0	0	0
SAOUHSC_01580	0	0	0
SAOUHSC_01582	0	0	0
SAOUHSC_01636	0	0	0
SAOUHSC_01851	0	0	0
SAOUHSC_02015	0	0	0
SAOUHSC_02016	0	0	0
SAOUHSC_02017	0	0	0
SAOUHSC_02018	0	0	0
SAOUHSC_02019	0	0	0
SAOUHSC_02020	0	0	0
SAOUHSC_02021	0	0	0
SAOUHSC_02022	0	0	0
SAOUHSC_02023	0	0	0
SAOUHSC_02025	0	0	0
SAOUHSC_02026	0	0	0
SAOUHSC_02027	0	0	0
SAOUHSC_02028	0	0	0
SAOUHSC_02029	0	0	0
SAOUHSC_02030	0	0	0
SAOUHSC_02031	0	0	0
SAOUHSC_02033	0	0	0
SAOUHSC_02034	0	0	0
SAOUHSC_02035	0	0	0
SAOUHSC_02036	0	0	0
SAOUHSC_02037	0	0	0
SAOUHSC_02038	0	0	0
SAOUHSC_02040	0	0	0
SAOUHSC_02041	0	0	0
SAOUHSC_02042	0	0	0
SAOUHSC_02043	0	0	0
SAOUHSC_02044	0	0	0
SAOUHSC_02046	0	0	0
SAOUHSC_02047	0	0	0
SAOUHSC_02048	0	0	0
SAOUHSC_02049	0	0	0
SAOUHSC_02050	0	0	0
SAOUHSC_02051	0	0	0
SAOUHSC_02052	0	0	0
SAOUHSC_02053	0	0	0
SAOUHSC_02054	0	0	0
SAOUHSC_02055	0	0	0
SAOUHSC_02056	0	0	0
SAOUHSC_02057	0	0	0
SAOUHSC_02058	0	0	0
SAOUHSC_02059	0	0	0
SAOUHSC_02060	0	0	0
SAOUHSC_02061	0	0	0
SAOUHSC_02062	0	0	0
SAOUHSC_02063	0	0	0
SAOUHSC_02064	0	0	0
SAOUHSC_02065	0	0	0
SAOUHSC_02066	0	0	0
SAOUHSC_02067	0	0	0
SAOUHSC_02068	0	0	0
SAOUHSC_02070	0	0	0
SAOUHSC_02071	0	0	0
SAOUHSC_02072	0	0	0
SAOUHSC_02073	0	0	0
SAOUHSC_02074	0	0	0
SAOUHSC_02075	0	0	0
SAOUHSC_02076	0	0	0
SAOUHSC_02077	0	0	0
SAOUHSC_02078	0	0	0
SAOUHSC_02079	0	0	0
SAOUHSC_02080	0	0	0
SAOUHSC_02081	0	0	0
SAOUHSC_02083	0	0	0
SAOUHSC_02084	0	0	0
SAOUHSC_02085	0	0	0
SAOUHSC_02086	0	0	0
SAOUHSC_02087	0	0	0
SAOUHSC_02088	0	0	0
SAOUHSC_02089	0	0	0
SAOUHSC_02164	0	0	0
SAOUHSC_02166	0	0	0
SAOUHSC_02167	0	0	0
SAOUHSC_02169	0	0	0
SAOUHSC_02170	0	0	0
SAOUHSC_02171	0	0	0
SAOUHSC_02173	0	0	0
SAOUHSC_02174	0	0	0
SAOUHSC_02177	0	0	0
SAOUHSC_02178	0	0	0
SAOUHSC_02179	0	0	0
SAOUHSC_02180	0	0	0
SAOUHSC_02181	0	0	0
SAOUHSC_02182	0	0	0
SAOUHSC_02183	0	0	0
SAOUHSC_02184	0	0	0
SAOUHSC_02185	0	0	0
SAOUHSC_02186	0	0	0
SAOUHSC_02187	0	0	0
SAOUHSC_02188	0	0	0
SAOUHSC_02189	0	0	0
SAOUHSC_02190	0	0	0
SAOUHSC_02191	0	0	0
SAOUHSC_02193	0	0	0
SAOUHSC_02194	0	0	0
SAOUHSC_02195	0	0	0
SAOUHSC_02196	0	0	0
SAOUHSC_02197	0	0	0
SAOUHSC_02198	0	0	0
SAOUHSC_02199	0	0	0
SAOUHSC_02200	0	0	0
SAOUHSC_02202	0	0	0
SAOUHSC_02203	0	0	0
SAOUHSC_02204	0	0	0
SAOUHSC_02205	0	0	0
SAOUHSC_02206	0	0	0
SAOUHSC_02207	0	0	0
SAOUHSC_02208	0	0	0
SAOUHSC_02209	0	0	0
SAOUHSC_02210	0	0	0
SAOUHSC_02211	0	0	0
SAOUHSC_02212	0	0	0
SAOUHSC_02213	0	0	0
SAOUHSC_02214	0	0	0
SAOUHSC_02215	0	0	0
SAOUHSC_02216	0	0	0
SAOUHSC_02217	0	0	0
SAOUHSC_02218	0	0	0
SAOUHSC_02219	0	0	0
SAOUHSC_02220	0	0	0
SAOUHSC_02221	0	0	0
SAOUHSC_02222	0	0	0
SAOUHSC_02223	0	0	0
SAOUHSC_02224	0	0	0
SAOUHSC_02225	0	0	0
SAOUHSC_02226	0	0	0
SAOUHSC_02227	0	0	0
SAOUHSC_02228	0	0	0
SAOUHSC_02229	0	0	0
SAOUHSC_02232	0	0	0
SAOUHSC_02233	0	0	0
SAOUHSC_02234	0	0	0
SAOUHSC_02235	0	0	0
SAOUHSC_02236	0	0	0
SAOUHSC_02237	0	0	0
SAOUHSC_02238	0	0	0
SAOUHSC_02239	0	0	0
SAOUHSC_02734	0	0	0
SAOUHSC_02934	0	0	0
SAOUHSC_A01514	0	0	0
SAOUHSC_01859	11369	11369	11369
SAOUHSC_02874	4557	4557	4557
rpmE2	31847	31847	31847
SAOUHSC_02013	65601	65601	65601
murB	14440	14440	14440
SAOUHSC_00014	17750	17750	17750
SAOUHSC_01145	71395	71395	71395
hemA	49864	49864	49864
hemE	12989	12989	12989
argJ	1073	1073	1073
SAOUHSC_01834	189	188	189
gltX	27683	27683	27683
SAOUHSC_00160	12807	12807	12807
SAOUHSC_01743	7406	7406	7406
adk	52520	52520	52520
SAOUHSC_02824	665	665	665
ubiE	18211	18211	18211
rpmB	132755	132755	132755
SAOUHSC_01472	23647	23647	23647
SAOUHSC_01047	673	673	673
SAOUHSC_02762	2204	2204	2204
SAOUHSC_00507	25184	25184	25184
SAOUHSC_00035	882	882	882
SAOUHSC_00054	404	366	404
SAOUHSC_01370	114	114	114
SAOUHSC_00654	6367	6367	6367
SAOUHSC_01078	20429	20429	20429
ileS	74587	74587	74587
SAOUHSC_02396	15410	15410	15410
SAOUHSC_02965	2737	2737	2737
ureC	8888	8888	8888
SAOUHSC_00058	6084	6084	6084
SAOUHSC_02592	2882	2882	2882
SAOUHSC_00172	831	831	831
SAOUHSC_00882	585	585	585
SAOUHSC_02138	7816	7816	7816
SAOUHSC_00071	12082	12082	12082
SAOUHSC_01347	207094	207094	207094
SAOUHSC_01938	182	156	182
SAOUHSC_00231	3551	3551	3551
SAOUHSC_02154	10690	10690	10690
SAOUHSC_01586	43278	43278	43278
SAOUHSC_02504	12179	12179	12179
SAOUHSC_00876	5748	5748	5748
clpX	109282	109282	109282
SAOUHSC_02942	1730	1730	1730
SAOUHSC_02753	10136	10136	10136
clpP	97559	97559	97559
ndk	63691	63691	63691
secE	6986	6986	6986
SAOUHSC_02904	236	236	236
SAOUHSC_00966	613	613	613
SAOUHSC_01600	16291	16291	16291
rpsO	43030	43030	43030
glyA	133334	133334	133334
SAOUHSC_00158	20551	20551	20551
SAOUHSC_02708	1189	1189	1189
obgE	22936	22936	22936
murC	39468	39468	39468
SAOUHSC_01993	1813	0	1813
SAOUHSC_01772	19855	19855	19855
SAOUHSC_00467	13587	13587	13587
SAOUHSC_01622	7799	7799	7799
SAOUHSC_00975	1918	1918	1918
SAOUHSC_00514	8113	8113	8113
SAOUHSC_00433	4129	4129	4129
SAOUHSC_00215	74	74	74
SAOUHSC_02379	77431	58429	77431
SAOUHSC_01481	9894	9894	9894
SAOUHSC_00512	5106	5106	5106
mraW	114006	114006	114006
lysS	58605	58605	58605
SAOUHSC_T0002	544	0	544
rplO	30261	30261	30261
SAOUHSC_01477	159722	159722	159722
SAOUHSC_01866	25797	25797	25797
SAOUHSC_01149	176690	176690	176690
SAOUHSC_00473	20798	20798	20798
rpsR	13364	13364	13364
SAOUHSC_00309	23464	23464	23464
SAOUHSC_02485	72327	72327	72327
SAOUHSC_00656	26085	26085	26085
SAOUHSC_01759	15087	15087	15087
rpmD	12361	12361	12361
SAOUHSC_00230	8364	8364	8364
SAOUHSC_01915	7749	7749	7749
recF	27019	27019	27019
rplB	74833	74833	74833
SAOUHSC_01705	284	284	284
SAOUHSC_00003	7782	7782	7782
SAOUHSC_00968	233	233	233
SAOUHSC_00751	5929	5929	5929
SAOUHSC_01106	10977	10977	10977
SAOUHSC_01391	31017	31017	31017
SAOUHSC_02604	42218	42218	42218
SAOUHSC_01855	122231	122231	122231
SAOUHSC_01392	32246	32246	32246
SAOUHSC_01592	8285	8285	8285
SAOUHSC_00090	310	310	310
sdhB	143959	143959	143959
SAOUHSC_00788	27011	27011	27011
SAOUHSC_T00039	1482	0	1482
SAOUHSC_01118	3021	2893	3021
SAOUHSC_00401	2253	2253	2253
SAOUHSC_02005	1880	1880	1880
SAOUHSC_00723	3272	3272	3272
hisG	53	53	53
SAOUHSC_01861	17406	17406	17406
SAOUHSC_01416	280379	280379	280379
SAOUHSC_01100	50855	50855	50855
cbiO_1	7604	7604	7604
SAOUHSC_00211	6273	6273	6273
SAOUHSC_01673	17431	17431	17431
SAOUHSC_00786	26291	21489	26291
SAOUHSC_02285	442	442	442
ddl	39408	39408	39408
SAOUHSC_00418	33	33	33
SAOUHSC_01378	1232	1232	1232
SAOUHSC_00930	141	141	141
SAOUHSC_00412	47845	47845	47845
hslO	7717	7717	7717
SAOUHSC_00408	6919	6919	6919
SAOUHSC_00390	150	150	150
SAOUHSC_00783	6916	6916	6916
SAOUHSC_02852	2919	2919	2919
SAOUHSC_03025	1688	1688	1688
SAOUHSC_01969	33726	33726	33726
SAOUHSC_02317	44557	44557	44557
SAOUHSC_00982	5947	5947	5947
SAOUHSC_01806	143947	143947	143947
SAOUHSC_T00038	1553	0	1553
SAOUHSC_02894	938	938	938
SAOUHSC_01223	17581	17581	17581
murQ	9970	9970	9970
SAOUHSC_00398	4415	4414	4415
SAOUHSC_01237	9179	9179	9179
SAOUHSC_02724	10894	10894	10894
SAOUHSC_02270	174	174	174
SAOUHSC_01619	5921	5921	5921
SAOUHSC_00308	4456	4456	4456
SAOUHSC_02860	143063	143063	143063
tpx	79205	79205	79205
SAOUHSC_02945	5202	5202	5202
SAOUHSC_02580	13401	13401	13401
sdhA	249728	249728	249728
SAOUHSC_01408	38903	38903	38903
SAOUHSC_00024	6184	6184	6184
SAOUHSC_02377	141247	141247	141247
SAOUHSC_02481	5921	5921	5921
SAOUHSC_02638	8656	8656	8656
SAOUHSC_02772	8706	8706	8706
SAOUHSC_00349	27424	27424	27424
SAOUHSC_T00023	1219	962	1219
SAOUHSC_02106	12531	12531	12531
SAOUHSC_01376	3624	3624	3624
trpA	590	590	590
SAOUHSC_01913	2338	2338	2338
SAOUHSC_02895	1462	1462	1462
SAOUHSC_01867	39564	39564	39564
SAOUHSC_01263	127592	127592	127592
eutD	97392	97392	97392
SAOUHSC_01032	762	762	762
SAOUHSC_02682	1069	1069	1069
SAOUHSC_00762	4194	4194	4194
SAOUHSC_01071	16151	16151	16151
greA	14939	14939	14939
SAOUHSC_01437	20417	20417	20417
SAOUHSC_01676	81551	81551	81551
SAOUHSC_02668	1078	1078	1078
SAOUHSC_T00043	1397	0	1397
SAOUHSC_02900	68400	68400	68400
SAOUHSC_01256	10395	10395	10395
rplW	15344	15344	15344
SAOUHSC_01973	30407	30407	30407
SAOUHSC_02684	847	847	847
alaS	53985	53985	53985
SAOUHSC_00459	3340	3340	3340
SAOUHSC_01401	14758	14758	14758
rpsM	36252	36252	36252
SAOUHSC_00798	173476	173476	173476
SAOUHSC_01687	12734	7853	12734
SAOUHSC_01323	18866	18866	18866
SAOUHSC_01505	10269	10269	10269
SAOUHSC_00647	41714	41714	41714
prfC	15456	15456	15456
SAOUHSC_00526	18808	18808	18808
SAOUHSC_01374	51269	51269	51269
SAOUHSC_02319	23524	23524	23524
SAOUHSC_T0004	5847	1224	5847
uvrA	43347	43347	43347
SAOUHSC_02898	1812	1812	1812
SAOUHSC_00660	18012	18012	18012
SAOUHSC_01771	41367	41367	41367
SAOUHSC_01901	38480	38480	38480
SAOUHSC_02667	28923	28923	28923
SAOUHSC_01893	1699	1699	1699
SAOUHSC_02298	94205	94120	94205
upp	48428	48428	48428
SAOUHSC_01675	70757	70757	70757
SAOUHSC_00858	10443	10443	10443
SAOUHSC_01222	27655	27655	27655
SAOUHSC_00848	105278	105278	105278
SAOUHSC_02385	12206	12204	12206
hisS	12488	12488	12488
SAOUHSC_00091	254	254	254
SAOUHSC_02469	20	20	20
SAOUHSC_01502	11032	11032	11032
SAOUHSC_02802	1923	1903	1923
SAOUHSC_00633	14882	14882	14882
SAOUHSC_01932	4532	4531	4532
SAOUHSC_02337	38019	38019	38019
SAOUHSC_00811	2268	2268	2268
SAOUHSC_02899	27480	27480	27480
SAOUHSC_00209	3704	3704	3704
hemH	12653	12653	12653
SAOUHSC_02261	16998	16998	16998
SAOUHSC_00339	758	758	758
SAOUHSC_00352	159	159	159
SAOUHSC_01447	12465	12465	12465
SAOUHSC_01813	13168	13168	13168
SAOUHSC_01486	31386	31386	31386
SAOUHSC_01351	28711	28711	28711
SAOUHSC_01811	33593	33593	33593
SAOUHSC_01284	7983	7983	7983
SAOUHSC_02764	745	745	745
SAOUHSC_00417	8958	8958	8958
SAOUHSC_00839	1610	1610	1610
SAOUHSC_01726	14226	14226	14226
SAOUHSC_T00047	510	510	510
SAOUHSC_02979	52238	52238	52238
SAOUHSC_01130	4322	4322	4322
rpsD	58369	58369	58369
SAOUHSC_00722	1343	1343	1343
SAOUHSC_01680	4393	4393	4393
SAOUHSC_00983	19085	19085	19085
SAOUHSC_00223	11421	11421	11421
SAOUHSC_01701	10845	10845	10845
SAOUHSC_00789	22801	22801	22801
SAOUHSC_T0001	517	0	517
SAOUHSC_01672	9662	9662	9662
SAOUHSC_00015	78386	78386	78386
acpP	91893	91893	91893
rplS	44717	44717	44717
SAOUHSC_00735	863	851	863
SAOUHSC_01935	277	250	277
SAOUHSC_00513	9336	9336	9336
asnC	120057	120057	120057
SAOUHSC_00981	454	454	454
SAOUHSC_00206	964	964	964
rplI	28291	28291	28291
SAOUHSC_00320	2302	2302	2302
SAOUHSC_01436	9842	9842	9842
SAOUHSC_02486	32023	32023	32023
SAOUHSC_02352	97946	97946	97946
SAOUHSC_02357	5635	5635	5635
SAOUHSC_01816	25758	25758	25758
SAOUHSC_02540	4633	4633	4633
SAOUHSC_01695	12242	12242	12242
SAOUHSC_02763	787	787	787
SAOUHSC_02268	17177	17177	17177
SAOUHSC_02671	639	639	639
SAOUHSC_01098	12209	12209	12209
SAOUHSC_00469	54686	54686	54686
pyrB	3486	3486	3486
SAOUHSC_00039	7506	7488	7506
SAOUHSC_01702	11693	11693	11693
SAOUHSC_02448	6789	6789	6789
SAOUHSC_01598	6413	6413	6413
SAOUHSC_01504	3278	3278	3278
SAOUHSC_00036	1861	1861	1861
SAOUHSC_01373	36935	36935	36935
argS	13388	13388	13388
gpsA	21245	21245	21245
SAOUHSC_00491	7813	7813	7813
SAOUHSC_00034	326	326	326
SAOUHSC_00021	39878	39878	39878
tpiA	93764	93764	93764
SAOUHSC_00504	33742	33742	33742
SAOUHSC_00109	35	35	35
rplQ	23284	23284	23284
rpsP	10597	10597	10597
SAOUHSC_00413	122031	122031	122031
SAOUHSC_01438	4838	4838	4838
SAOUHSC_01321	1821	1821	1821
SAOUHSC_T00051	2771	2416	2771
SAOUHSC_00710	26764	26764	26764
pyrE	2567	2567	2567
SAOUHSC_00510	6022	6022	6022
