Feature ID	Single mutant - SM2_S5 (GE) - Expression values	Single mutant - SM2_S5 (GE) - Unique gene reads	Single mutant - SM2_S5 (GE) - Total gene reads
SAOUHSC_01991	485	485	485
SAOUHSC_02776	650	650	650
SAOUHSC_00179	7328	7328	7328
SAOUHSC_01479	2247	2247	2247
nusB	9374	9374	9374
ksgA	8175	8175	8175
SAOUHSC_00501	51989	51989	51989
SAOUHSC_01990	691	691	691
SAOUHSC_01947	879	879	879
SAOUHSC_02891	1515	1515	1515
SAOUHSC_02961	7107	7107	7107
SAOUHSC_00821	4675	4675	4675
SAOUHSC_02424	3260	3260	3260
SAOUHSC_02713	508	508	508
SAOUHSC_02663	4805	4805	4805
SAOUHSC_00441	2184	2184	2184
SAOUHSC_02779	9211	9211	9211
SAOUHSC_02284	204	204	204
SAOUHSC_02698	20125	20116	20125
SAOUHSC_00358	61922	61922	61922
SAOUHSC_01096	3424	3424	3424
SAOUHSC_00868	374	374	374
SAOUHSC_00161	487	487	487
SAOUHSC_02615	1750	1750	1750
SAOUHSC_02687	3400	3400	3400
SAOUHSC_00582	583	583	583
SAOUHSC_00979	6787	6787	6787
nrdF	35994	35994	35994
SAOUHSC_02816	5661	5661	5661
SAOUHSC_02879	8101	8101	8101
SAOUHSC_00092	1203	1203	1203
SAOUHSC_02597	12025	12025	12025
SAOUHSC_00928	116	116	116
SAOUHSC_00567	4547	4547	4547
SAOUHSC_01609	13510	13505	13510
SAOUHSC_01597	9091	9091	9091
SAOUHSC_01818	283821	283821	283821
SAOUHSC_00027	1877	768	1877
SAOUHSC_00602	530	530	530
SAOUHSC_02632	4806	4806	4806
spxA	92350	92350	92350
SAOUHSC_00381a	49	49	49
SAOUHSC_00402	730	730	730
SAOUHSC_02774	7170	7170	7170
SAOUHSC_00192	1729	1729	1729
SAOUHSC_02628	3604	3604	3604
SAOUHSC_00386	133	133	133
SAOUHSC_01998	14546	14546	14546
SAOUHSC_01712	5999	5999	5999
SAOUHSC_01823	1277	1277	1277
SAOUHSC_02522	1714	1714	1714
SAOUHSC_01606	14944	14944	14944
SAOUHSC_01928	315	315	315
SAOUHSC_01711	8172	8172	8172
SAOUHSC_02845	4650	4650	4650
SAOUHSC_00124	640	640	640
SAOUHSC_01380	697	697	697
SAOUHSC_00247	2079	2079	2079
SAOUHSC_02662	336	336	336
SAOUHSC_01314	1800	1800	1800
SAOUHSC_00732	28259	28259	28259
SAOUHSC_02125	9481	9481	9481
SAOUHSC_02962	4785	4785	4785
SAOUHSC_01837	9209	9209	9209
SAOUHSC_02815	158752	158752	158752
SAOUHSC_00898	1746	1746	1746
SAOUHSC_00684	323	323	323
SAOUHSC_02445	7345	7345	7345
SAOUHSC_02647	75199	75199	75199
SAOUHSC_00213	429	429	429
SAOUHSC_01332	6930	6930	6930
SAOUHSC_01864	6945	6945	6945
SAOUHSC_02373	3541	3541	3541
SAOUHSC_01845	563732	563732	563732
SAOUHSC_00429	2714	2714	2714
SAOUHSC_02249	939	939	939
SAOUHSC_00642	16272	16272	16272
SAOUHSC_00614	5302	5302	5302
SAOUHSC_00784	11378	11378	11378
SAOUHSC_02301	38254	38254	38254
SAOUHSC_02554	22000	22000	22000
SAOUHSC_01840	2356	2356	2356
trpD	381	381	381
SAOUHSC_01758	3257	3257	3257
SAOUHSC_02791	1933	1933	1933
SAOUHSC_02656	2329	2329	2329
SAOUHSC_02690	7518	7518	7518
SAOUHSC_00755	4075	4075	4075
SAOUHSC_00285	14071	14071	14071
SAOUHSC_01219	722	722	722
SAOUHSC_R0006	12517	312	12517
lspA	1124	1124	1124
SAOUHSC_02929	52845	52845	52845
SAOUHSC_00284	6521	6521	6521
SAOUHSC_00726	2960	2960	2960
SAOUHSC_00703	6243	6243	6243
SAOUHSC_02751	6341	6341	6341
SAOUHSC_00960	11965	11965	11965
SAOUHSC_00150	311	311	311
SAOUHSC_02742	2937	2937	2937
SAOUHSC_02149	4210	4210	4210
SAOUHSC_00107	1883	1883	1883
SAOUHSC_00615	8995	8995	8995
SAOUHSC_02594	7410	7410	7410
SAOUHSC_02636	4106	4106	4106
SAOUHSC_02655	2	2	2
SAOUHSC_01591	5766	5766	5766
SAOUHSC_00816	747	747	747
SAOUHSC_02627	24154	24154	24154
SAOUHSC_02958	371	371	371
SAOUHSC_01405	3169	3169	3169
SAOUHSC_02818	709	709	709
SAOUHSC_01783	575	575	575
SAOUHSC_02146	4666	4666	4666
SAOUHSC_A02189	2413	2413	2413
SAOUHSC_00405	5933	5933	5933
aroB	3659	3659	3659
SAOUHSC_00093	6569	6569	6569
SAOUHSC_01228	29302	29302	29302
SAOUHSC_01224	11111	11111	11111
SAOUHSC_02830	7913	7913	7913
SAOUHSC_02740	5407	5407	5407
SAOUHSC_02653	2273	2273	2273
SAOUHSC_00672	4571	4571	4571
SAOUHSC_00094	12979	12979	12979
SAOUHSC_00056	12667	12667	12667
SAOUHSC_00482	7115	7115	7115
SAOUHSC_00345	2272	2272	2272
SAOUHSC_00404	1061	1061	1061
SAOUHSC_03030	22281	22281	22281
SAOUHSC_02307	4945	4945	4945
SAOUHSC_02590	43214	43214	43214
SAOUHSC_00332	2100	2100	2100
SAOUHSC_00185	3276	3276	3276
SAOUHSC_01386	374	374	374
SAOUHSC_01044	2428	2428	2428
SAOUHSC_02864	1892	1892	1892
SAOUHSC_02677	3828	3828	3828
SAOUHSC_00047	487	487	487
SAOUHSC_01698	4184	4184	4184
SAOUHSC_02728	894	894	894
SAOUHSC_00665	4754	4754	4754
SAOUHSC_01773	4464	4464	4464
SAOUHSC_00278	847	824	847
SAOUHSC_01103	35534	35534	35534
SAOUHSC_00754	3576	3576	3576
SAOUHSC_00186	2092	2092	2092
SAOUHSC_00382	2278	2278	2278
SAOUHSC_02420	2442	2442	2442
SAOUHSC_00316	535	535	535
SAOUHSC_00767	98379	98379	98379
SAOUHSC_00889	63749	63749	63749
SAOUHSC_00883	8198	8198	8198
SAOUHSC_02714	553	553	553
SAOUHSC_00773	497	497	497
SAOUHSC_02447	35913	35913	35913
SAOUHSC_02009	12312	12312	12312
SAOUHSC_02418	4395	4395	4395
SAOUHSC_01926	784	784	784
SAOUHSC_02351	40758	40758	40758
panB	13751	13751	13751
SAOUHSC_02936	1963	1963	1963
SAOUHSC_01081	5994	5994	5994
SAOUHSC_01719	19446	19446	19446
rnc	3952	3952	3952
SAOUHSC_02827	2817	2817	2817
SAOUHSC_00562	31885	31885	31885
SAOUHSC_02995	2285	2285	2285
SAOUHSC_02610	18636	18636	18636
SAOUHSC_00606	19906	19906	19906
SAOUHSC_01260	9946	9946	9946
SAOUHSC_02010	3922	3922	3922
SAOUHSC_01419	9394	9394	9394
SAOUHSC_00096	4660	4660	4660
SAOUHSC_00287	11899	11899	11899
SAOUHSC_02303	27972	27971	27972
SAOUHSC_02404	3591	3591	3591
SAOUHSC_02550	10262	10262	10262
SAOUHSC_01318	9092	9092	9092
SAOUHSC_02972	10095	10095	10095
SAOUHSC_01638	130	127	130
SAOUHSC_00939	12190	12190	12190
SAOUHSC_02750	3086	3086	3086
SAOUHSC_02402	38216	38216	38216
SAOUHSC_01459	2440	2440	2440
SAOUHSC_01747	23236	23236	23236
SAOUHSC_02649	14634	14634	14634
SAOUHSC_00863	2551	2551	2551
SAOUHSC_00616	15216	15216	15216
SAOUHSC_02444	35871	35871	35871
SAOUHSC_02545	8331	8331	8331
SAOUHSC_00881	4938	4938	4938
SAOUHSC_01066	17377	17377	17377
SAOUHSC_01721	17384	17384	17384
SAOUHSC_01439	2502	2502	2502
SAOUHSC_02383	20504	20504	20504
SAOUHSC_00547	7335	7335	7335
SAOUHSC_01138	24470	24470	24470
SAOUHSC_02148	4021	4021	4021
SAOUHSC_01593	4012	4012	4012
SAOUHSC_00452	21603	21603	21603
SAOUHSC_00596	385	385	385
SAOUHSC_02689	1194	1194	1194
SAOUHSC_02916	7131	7131	7131
SAOUHSC_00733	949	949	949
SAOUHSC_01590	1177	1177	1177
hisZ	89	89	89
SAOUHSC_01929	65	65	65
SAOUHSC_01615	30539	30539	30539
SAOUHSC_00995	1042	1042	1042
SAOUHSC_00477	31993	31993	31993
SAOUHSC_02974	2667	2667	2667
SAOUHSC_00420	1151	1151	1151
SAOUHSC_02718	1101	1101	1101
SAOUHSC_00532	168667	168667	168667
SAOUHSC_00603	16956	16956	16956
SAOUHSC_00168	209	209	209
SAOUHSC_00248	7322	7322	7322
SAOUHSC_00067	44258	44258	44258
mraY	16306	16306	16306
SAOUHSC_02676	6509	6509	6509
SAOUHSC_01495	379	379	379
SAOUHSC_00330	2823	2823	2823
argC	543	543	543
SAOUHSC_00759	4709	4709	4709
SAOUHSC_02715	195	195	195
SAOUHSC_02665	14272	14272	14272
SAOUHSC_01985	5416	5416	5416
SAOUHSC_01987	46701	46701	46701
SAOUHSC_02909	17529	17529	17529
SAOUHSC_02812	2892	2892	2892
SAOUHSC_00465	18113	18113	18113
SAOUHSC_03035	1314	1314	1314
SAOUHSC_00818	353	353	353
SAOUHSC_00463	4723	4723	4723
SAOUHSC_02563	2648	2648	2648
SAOUHSC_02281	264	264	264
SAOUHSC_02781	891	891	891
SAOUHSC_00051	252	252	252
SAOUHSC_00664	7062	7062	7062
SAOUHSC_00480	19975	19975	19975
SAOUHSC_01468	1474	1474	1474
SAOUHSC_02090	7004	7004	7004
trmB	10598	10598	10598
SAOUHSC_00971	779	779	779
SAOUHSC_01951	203	203	203
SAOUHSC_01641	78	78	78
ureA	845	845	845
SAOUHSC_00832	3063	3063	3063
SAOUHSC_01666	133357	133357	133357
SAOUHSC_01977	99096	99096	99096
SAOUHSC_02541	3521	3521	3521
SAOUHSC_00169	219	219	219
SAOUHSC_01364	12578	12578	12578
SAOUHSC_02473	826	826	826
SAOUHSC_01360	6791	6791	6791
SAOUHSC_01115	1258	1258	1258
SAOUHSC_02930	2770	2770	2770
SAOUHSC_02853	161734	161734	161734
SAOUHSC_01026	7492	7492	7492
SAOUHSC_00668	7372	7372	7372
hisB	104	104	104
SAOUHSC_00298	2830	2830	2830
SAOUHSC_00531	8852	8852	8852
SAOUHSC_02644	5697	5697	5697
SAOUHSC_03019	928	928	928
SAOUHSC_00699	11701	11701	11701
SAOUHSC_00391	260	260	260
SAOUHSC_01665	4292	4292	4292
SAOUHSC_01824	3289	3289	3289
SAOUHSC_00374	40112	40112	40112
SAOUHSC_00037	6614	6614	6614
SAOUHSC_01312	215	215	215
SAOUHSC_00200	2240	2240	2240
SAOUHSC_00064	711	711	711
SAOUHSC_00430	4503	4503	4503
SAOUHSC_00334	6427	6427	6427
SAOUHSC_00315	627	627	627
SAOUHSC_02002	177	177	177
SAOUHSC_02463	1431	1431	1431
SAOUHSC_00833	10106	10106	10106
SAOUHSC_00764	9188	9188	9188
SAOUHSC_02110	4152	4152	4152
SAOUHSC_02474	4252	4252	4252
SAOUHSC_01470	5266	5266	5266
rnpA	700	700	700
SAOUHSC_02133	13996	13996	13996
SAOUHSC_01061	11456	11456	11456
murG	17045	17045	17045
SAOUHSC_02322	1260	1260	1260
SAOUHSC_00836	177829	177829	177829
SAOUHSC_00933	23737	23737	23737
SAOUHSC_00613	5976	5976	5976
SAOUHSC_02092	64644	64644	64644
SAOUHSC_02623	17954	17954	17954
SAOUHSC_01974	67608	67608	67608
SAOUHSC_00663	21201	21201	21201
SAOUHSC_00055	497	478	497
SAOUHSC_00831	4777	4777	4777
SAOUHSC_02659	5637	5637	5637
SAOUHSC_02652	16470	16470	16470
rpsT	20434	20434	20434
SAOUHSC_02131	7068	7063	7068
SAOUHSC_02613	7195	7195	7195
SAOUHSC_02161	973	973	973
SAOUHSC_00950	1851	1851	1851
cmk	12072	12072	12072
SAOUHSC_02935	2668	2668	2668
SAOUHSC_01819	31786	31786	31786
SAOUHSC_00406	15108	15108	15108
SAOUHSC_01832	1367	1367	1367
SAOUHSC_01282	14731	14731	14731
SAOUHSC_01643	516	516	516
SAOUHSC_01206	2207	2207	2207
SAOUHSC_00891	63883	63883	63883
SAOUHSC_02401	120311	120311	120311
SAOUHSC_02685	79	79	79
SAOUHSC_02833	392	392	392
SAOUHSC_00296	2719	2719	2719
SAOUHSC_02897	873	873	873
SAOUHSC_01174	9359	9359	9359
SAOUHSC_01649	11643	11643	11643
SAOUHSC_01981	5385	5385	5385
SAOUHSC_01964	38143	38143	38143
SAOUHSC_00787	13260	13260	13260
SAOUHSC_01048	904	904	904
SAOUHSC_02793	27948	27948	27948
SAOUHSC_00156	16235	16235	16235
SAOUHSC_01661	2501	2501	2501
SAOUHSC_01019	1583	1583	1583
SAOUHSC_00407	5443	5443	5443
SAOUHSC_00648	40227	40227	40227
SAOUHSC_02747	6631	6631	6631
SAOUHSC_00305	1651	1651	1651
SAOUHSC_01831	5997	5997	5997
SAOUHSC_02867	1892	1892	1892
SAOUHSC_02531	461	461	461
SAOUHSC_02797	606	606	606
miaA	5598	5598	5598
SAOUHSC_00499	157892	157892	157892
SAOUHSC_01040	559000	559000	559000
SAOUHSC_02443	114857	114857	114857
SAOUHSC_00820	5582	5582	5582
SAOUHSC_01914	6283	6283	6283
SAOUHSC_02711	131	131	131
SAOUHSC_01358	26008	26008	26008
SAOUHSC_02135	5493	5493	5493
SAOUHSC_02994	7320	7320	7320
SAOUHSC_00584	8518	8518	8518
SAOUHSC_02096	27139	27139	27139
SAOUHSC_01326	8687	8687	8687
panC	14296	14296	14296
SAOUHSC_00629	608	608	608
SAOUHSC_00932	433	433	433
SAOUHSC_00426	539	539	539
SAOUHSC_02963	53888	53052	53888
rbfA	9387	9387	9387
SAOUHSC_01086	473	463	473
SAOUHSC_01379	665	665	665
SAOUHSC_01108	6464	6464	6464
engB	2683	2683	2683
SAOUHSC_00103	211	211	211
SAOUHSC_00644	13862	13862	13862
SAOUHSC_02996	787	787	787
SAOUHSC_02150	38203	38203	38203
SAOUHSC_00424	154	154	154
SAOUHSC_02902	595	595	595
SAOUHSC_01225	12112	12112	12112
SAOUHSC_00875	57443	57443	57443
SAOUHSC_02987	1146	1146	1146
SAOUHSC_01978	3328	3328	3328
SAOUHSC_02103	2867	2867	2867
SAOUHSC_02871	8467	8467	8467
SAOUHSC_00919	13438	13438	13438
SAOUHSC_02091	35050	35050	35050
SAOUHSC_02970	155	155	155
SAOUHSC_01455	54735	54735	54735
SAOUHSC_00138	177	177	177
SAOUHSC_01911	740	603	740
SAOUHSC_02825	334	334	334
SAOUHSC_00237	971	971	971
SAOUHSC_01371	312	312	312
SAOUHSC_02993	507	507	507
SAOUHSC_00475	6215	6215	6215
SAOUHSC_00638	8566	8566	8566
SAOUHSC_02980	12226	12226	12226
SAOUHSC_02661	1984	1984	1984
SAOUHSC_03012	192	192	192
SAOUHSC_00944	8536	8536	8536
SAOUHSC_02908	4150	4150	4150
SAOUHSC_03020	124	124	124
SAOUHSC_02915	2732	2732	2732
rpsQ	24318	24318	24318
SAOUHSC_00242	3737	3737	3737
SAOUHSC_03013	235	235	235
SAOUHSC_02370	12922	12922	12922
SAOUHSC_00565	7628	7628	7628
SAOUHSC_R00011	7	5	7
SAOUHSC_02675	4086	4086	4086
SAOUHSC_02551	2795	2795	2795
SAOUHSC_00904	24175	24175	24175
SAOUHSC_01966	16096	16096	16096
SAOUHSC_02834	11040	11040	11040
SAOUHSC_00617	39420	39420	39420
SAOUHSC_00342	4110	4110	4110
SAOUHSC_00564	7872	7872	7872
SAOUHSC_01384	499	499	499
SAOUHSC_00963	20367	20367	20367
SAOUHSC_02595	1183	1183	1183
SAOUHSC_00766	219	219	219
SAOUHSC_01283	4918	4918	4918
SAOUHSC_02143	22865	22865	22865
SAOUHSC_00893	15850	15850	15850
SAOUHSC_00708	19069	19069	19069
SAOUHSC_02921	3850	3850	3850
SAOUHSC_02697	29223	29223	29223
SAOUHSC_01882	21997	21997	21997
SAOUHSC_02375	25155	25155	25155
SAOUHSC_01433	32746	32746	32746
SAOUHSC_00716	4425	4425	4425
SAOUHSC_02428	5257	5257	5257
SAOUHSC_02997	671	671	671
SAOUHSC_00327	504	504	504
SAOUHSC_01594	29058	29058	29058
SAOUHSC_02901	589	589	589
SAOUHSC_00959	17098	17098	17098
SAOUHSC_02386	3483	3481	3483
SAOUHSC_02391	10335	10335	10335
SAOUHSC_00137	253	253	253
SAOUHSC_02881	16199	16199	16199
SAOUHSC_01782	15672	15672	15672
SAOUHSC_02158	50700	50700	50700
SAOUHSC_02596	978	978	978
SAOUHSC_01483	5937	5937	5937
SAOUHSC_00714	33230	33230	33230
SAOUHSC_00739	2200	2200	2200
SAOUHSC_01065	7440	7440	7440
SAOUHSC_00456	3637	3637	3637
SAOUHSC_00333	4206	4206	4206
SAOUHSC_02371	11954	11954	11954
SAOUHSC_00873	28705	28705	28705
SAOUHSC_01002	226434	226434	226434
SAOUHSC_01821	15434	15434	15434
moaC	8016	8016	8016
SAOUHSC_00500	95324	95324	95324
SAOUHSC_01039	22984	22984	22984
SAOUHSC_01677	41395	41395	41395
SAOUHSC_00776	9110	9110	9110
SAOUHSC_02427	3692	3692	3692
SAOUHSC_02300	21841	21840	21841
SAOUHSC_02111	3064	3064	3064
SAOUHSC_01746	60379	60379	60379
SAOUHSC_02693	290	290	290
SAOUHSC_00295	5773	5773	5773
SAOUHSC_00886	40476	40476	40476
SAOUHSC_01734	20352	20352	20352
SAOUHSC_00216	468	468	468
SAOUHSC_02969	138	138	138
SAOUHSC_00318	2358	2358	2358
SAOUHSC_01069	11787	11787	11787
SAOUHSC_00666	6987	6987	6987
rpsA	181692	181692	181692
SAOUHSC_01054	26343	26343	26343
SAOUHSC_01589	6465	6465	6465
SAOUHSC_01365	24736	24736	24736
SAOUHSC_02434	6440	6440	6440
gcvT	136256	136256	136256
sucC	532190	532190	532190
SAOUHSC_02101	1401	1401	1401
SAOUHSC_01127	109	109	109
SAOUHSC_02565	3652	3652	3652
SAOUHSC_00533	55324	55324	55324
SAOUHSC_02577	70400	70400	70400
rpsN_1	776	776	776
SAOUHSC_01463	53539	53539	53539
SAOUHSC_00696	13646	13646	13646
SAOUHSC_00731	21970	21970	21970
mobA	8191	8191	8191
SAOUHSC_02692	1459	1459	1459
SAOUHSC_02643	1791	1791	1791
SAOUHSC_A00354	27	27	27
SAOUHSC_03017	226	226	226
SAOUHSC_02859	29451	29451	29451
SAOUHSC_01797	58216	58216	58216
SAOUHSC_00481	5197	5197	5197
SAOUHSC_00113	1238	1238	1238
SAOUHSC_00338	2008	2008	2008
leuD	227	227	227
SAOUHSC_00771	8423	8423	8423
SAOUHSC_00643	11412	11412	11412
SAOUHSC_01375	3661	3661	3661
infA	19383	19383	19383
SAOUHSC_02557	473	473	473
SAOUHSC_A00992	1107	1090	1107
SAOUHSC_02269	11751	11751	11751
SAOUHSC_01694	15763	15763	15763
SAOUHSC_00622	124	124	124
SAOUHSC_00587	1008	1008	1008
SAOUHSC_02876	5679	5679	5679
SAOUHSC_02260	11516	11516	11516
SAOUHSC_01629	13248	13248	13248
SAOUHSC_02788	1829	1829	1829
SAOUHSC_01480	10996	10996	10996
SAOUHSC_01836	26637	26637	26637
SAOUHSC_02985	8999	8999	8999
SAOUHSC_01825	2458	2458	2458
guaA	56005	56005	56005
SAOUHSC_02134	5584	5584	5584
SAOUHSC_00331	515	515	515
SAOUHSC_01660	8231	8231	8231
SAOUHSC_00489	6151	6151	6151
SAOUHSC_00812	66645	66626	66645
SAOUHSC_00538	9967	9967	9967
SAOUHSC_02006	13188	13188	13188
SAOUHSC_01633	231315	231315	231315
SAOUHSC_01608	1275	1271	1275
SAOUHSC_02433	3245	3245	3245
SAOUHSC_01630	26884	26884	26884
SAOUHSC_00690	42641	42641	42641
SAOUHSC_00013	602	602	602
SAOUHSC_01041	432809	432809	432809
SAOUHSC_00002	34492	34492	34492
SAOUHSC_00190	2620	2620	2620
SAOUHSC_02544	4237	4237	4237
SAOUHSC_00952	18223	18223	18223
SAOUHSC_01980	3721	3721	3721
SAOUHSC_00423	230	230	230
SAOUHSC_00142	318	318	318
SAOUHSC_00906	129033	129033	129033
SAOUHSC_00964	2668	2668	2668
SAOUHSC_02000	19285	19285	19285
SAOUHSC_01348	6976	6976	6976
SAOUHSC_00450	4833	4833	4833
SAOUHSC_01904	250	250	250
SAOUHSC_00884	4789	4789	4789
tmk	4353	4353	4353
SAOUHSC_00337	3410	3410	3410
SAOUHSC_02736	6817	6817	6817
SAOUHSC_00214	101	101	101
SAOUHSC_02382	1963	1963	1963
SAOUHSC_00552	9356	9356	9356
SAOUHSC_00763	7382	7382	7382
ureE	2339	2339	2339
SAOUHSC_01870	15201	15201	15201
SAOUHSC_01001	391427	391427	391427
SAOUHSC_02765	656	656	656
SAOUHSC_02877	17161	17161	17161
SAOUHSC_01267	18840	18840	18840
rpsH	31073	31073	31073
SAOUHSC_00686	21380	21380	21380
SAOUHSC_01653	332466	332466	332466
SAOUHSC_01160	5857	5857	5857
SAOUHSC_00572	4355	4355	4355
SAOUHSC_00219	1171	1171	1171
SAOUHSC_01982	16549	16549	16549
gltD	1306	1306	1306
SAOUHSC_00029	2	2	2
SAOUHSC_01122	1	1	1
SAOUHSC_01833	2155	2155	2155
SAOUHSC_01490	479831	479831	479831
SAOUHSC_02941	526	526	526
coaD	9069	9069	9069
SAOUHSC_01125	122	122	122
SAOUHSC_00344	3822	3822	3822
SAOUHSC_01007	84949	84949	84949
SAOUHSC_02426	1894	1894	1894
SAOUHSC_01752	5287	5287	5287
SAOUHSC_01043	697490	697490	697490
SAOUHSC_00679	15966	15966	15966
SAOUHSC_00720	1896	1896	1896
SAOUHSC_01027	16916	16916	16916
SAOUHSC_00670	42809	42809	42809
SAOUHSC_01792	19094	19094	19094
SAOUHSC_00170	470	470	470
SAOUHSC_00817	295	295	295
acpS	5755	5755	5755
SAOUHSC_02376	40969	40969	40969
SAOUHSC_00758	3814	3814	3814
SAOUHSC_00167	752	752	752
SAOUHSC_00779	13951	13951	13951
hslU	47453	47453	47453
SAOUHSC_01042	637600	637600	637600
SAOUHSC_00756	14164	14164	14164
SAOUHSC_00281	270	270	270
SAOUHSC_00571	2717	2717	2717
SAOUHSC_02372	14060	14060	14060
SAOUHSC_02822	109808	109808	109808
SAOUHSC_01144	49960	49952	49960
murD	34989	34989	34989
SAOUHSC_00369	40973	40973	40973
nadE	13100	13100	13100
SAOUHSC_00317	17850	17850	17850
SAOUHSC_01924	45	45	45
SAOUHSC_01156	12397	12397	12397
SAOUHSC_02967	475	475	475
SAOUHSC_00652	15873	15873	15873
SAOUHSC_01053	2902	2902	2902
SAOUHSC_02716	38	38	38
SAOUHSC_02880	13723	13723	13723
SAOUHSC_02126	41802	41802	41802
SAOUHSC_01602	3550	3550	3550
SAOUHSC_02305	19539	19539	19539
SAOUHSC_02287	525	525	525
secY_1	128196	128196	128196
SAOUHSC_02406	16559	16559	16559
SAOUHSC_00542	15935	15935	15935
SAOUHSC_00444	41795	41795	41795
SAOUHSC_00604	47579	47579	47579
SAOUHSC_02137	27758	27758	27758
SAOUHSC_02321	1199	1199	1199
SAOUHSC_02823	5372	5372	5372
SAOUHSC_02407	20859	20859	20859
SAOUHSC_01787	10046	10046	10046
SAOUHSC_01255	10232	10232	10232
SAOUHSC_01000	132657	132657	132657
SAOUHSC_01871	19076	19076	19076
SAOUHSC_01903	410	410	410
rocD	227398	227398	227398
SAOUHSC_02516	18031	18031	18031
SAOUHSC_00911	882	882	882
SAOUHSC_00645	6259	6259	6259
SAOUHSC_01064	24712	24712	24712
SAOUHSC_01732	15059	15059	15059
SAOUHSC_00895	411800	411800	411800
SAOUHSC_02913	2633	2633	2633
SAOUHSC_01076	5713	5713	5713
SAOUHSC_02334	825	825	825
SAOUHSC_01693	1286	1286	1286
SAOUHSC_01139	1955	1955	1955
SAOUHSC_00184	2492	2492	2492
SAOUHSC_00942	22701	22701	22701
SAOUHSC_01989	7907	7907	7907
SAOUHSC_01034	4527	4527	4527
SAOUHSC_01720	27982	27982	27982
SAOUHSC_00217	628	628	628
SAOUHSC_00892	7686	7686	7686
SAOUHSC_02581	16774	16774	16774
SAOUHSC_00431	4009	4009	4009
SAOUHSC_02875	5691	5691	5691
SAOUHSC_02947	9605	9605	9605
recA	73126	73126	73126
SAOUHSC_00306	4064	4064	4064
SAOUHSC_00969	80	80	80
SAOUHSC_00581	3050	3050	3050
SAOUHSC_00951	69027	69027	69027
SAOUHSC_01488	8271	8240	8271
SAOUHSC_01420	8010	8010	8010
SAOUHSC_01874	4936	4936	4936
SAOUHSC_00909	19363	19363	19363
SAOUHSC_02591	4944	4944	4944
SAOUHSC_01827	107463	107463	107463
SAOUHSC_02927	466101	466101	466101
rpmJ	13393	13393	13393
SAOUHSC_02366	256344	256344	256344
SAOUHSC_T00034	531	531	531
SAOUHSC_01718	2498	2498	2498
SAOUHSC_01872	9819	9819	9819
SAOUHSC_00455	8452	8452	8452
glmU	85981	85981	85981
SAOUHSC_02982	45488	45488	45488
SAOUHSC_01382	228	228	228
SAOUHSC_01820	57982	57982	57982
SAOUHSC_02299	32126	32105	32126
SAOUHSC_01218	526987	526987	526987
SAOUHSC_02442	45824	45824	45824
SAOUHSC_01350	9615	9615	9615
SAOUHSC_01158	34254	34254	34254
SAOUHSC_00999	69483	69483	69483
SAOUHSC_02760	11442	11442	11442
SAOUHSC_00033	558	558	558
SAOUHSC_00573	54476	54476	54476
SAOUHSC_02983	12296	12296	12296
dnaA	33580	33580	33580
SAOUHSC_01204	30634	30634	30634
SAOUHSC_02112	1732	1732	1732
uhpT	2346	2346	2346
SAOUHSC_00502	9724	9724	9724
SAOUHSC_02844	33816	33816	33816
SAOUHSC_01949	1446	1446	1446
SAOUHSC_01625	64483	64483	64483
SAOUHSC_01807	48772	48772	48772
SAOUHSC_00009	44270	44270	44270
SAOUHSC_02527	25463	25463	25463
SAOUHSC_01441	4191	4149	4191
SAOUHSC_02922	26681	26681	26681
rplE	46662	46662	46662
SAOUHSC_01501	122845	122845	122845
SAOUHSC_00554	73508	73508	73508
SAOUHSC_01189	12690	12690	12690
SAOUHSC_00553	66665	66665	66665
SAOUHSC_01988	2686	2686	2686
SAOUHSC_00781	20931	20931	20931
SAOUHSC_01596	3334	3334	3334
SAOUHSC_01254	10982	10982	10982
SAOUHSC_01188	13258	13258	13258
rimM	1353	1353	1353
SAOUHSC_00457	1482	1482	1482
SAOUHSC_02712	522	522	522
SAOUHSC_00472	78588	78588	78588
SAOUHSC_02785	1004	1004	1004
SAOUHSC_02535	706	703	706
SAOUHSC_01251	84682	84682	84682
SAOUHSC_00653	4929	4929	4929
SAOUHSC_01907	15577	15577	15577
SAOUHSC_01860	10277	10277	10277
SAOUHSC_02789	1331	1331	1331
SAOUHSC_02538	2661	2661	2661
SAOUHSC_01869	22131	22131	22131
SAOUHSC_01190	11255	11255	11255
SAOUHSC_02262	9314	9314	9314
SAOUHSC_01605	112940	112940	112940
SAOUHSC_00543	10525	10525	10525
SAOUHSC_01165	3521	3521	3521
SAOUHSC_01338	18445	18445	18445
SAOUHSC_01114	2407	2407	2407
SAOUHSC_00887	11427	11427	11427
SAOUHSC_01333	13831	13831	13831
SAOUHSC_02457	4071	4071	4071
SAOUHSC_00365	106401	106401	106401
SAOUHSC_00715	33999	33999	33999
SAOUHSC_01595	1141	1141	1141
SAOUHSC_01362	10768	10768	10768
SAOUHSC_02456	5435	5435	5435
SAOUHSC_02468	2595	2595	2595
SAOUHSC_02984	11824	11824	11824
SAOUHSC_00713	18436	18436	18436
SAOUHSC_02289	603	603	603
SAOUHSC_01741	10235	10235	10235
SAOUHSC_00488	64560	64560	64560
SAOUHSC_00877	8843	8843	8843
SAOUHSC_00935	41401	41401	41401
SAOUHSC_01427	20584	20584	20584
SAOUHSC_02896	382	382	382
SAOUHSC_00910	26889	26889	26889
