Feature ID	Single mutant - SM3_S6 (GE) - Expression values	Single mutant - SM3_S6 (GE) - Unique gene reads	Single mutant - SM3_S6 (GE) - Total gene reads
SAOUHSC_01626	46566	46566	46566
SAOUHSC_01723	15354	15354	15354
SAOUHSC_01878	4028	4028	4028
SAOUHSC_T00059	241	0	241
SAOUHSC_00770	11	11	11
SAOUHSC_01715	13236	13236	13236
SAOUHSC_01266	32179	32179	32179
SAOUHSC_00485	9306	9306	9306
SAOUHSC_01074	4595	4595	4595
aspS	29916	29916	29916
ispD	26707	26707	26707
SAOUHSC_01933	10970	10006	10970
SAOUHSC_01912	4389	4389	4389
SAOUHSC_02282	377	377	377
SAOUHSC_00012	129	129	129
SAOUHSC_00946	13444	13444	13444
SAOUHSC_02849	45767	45767	45767
rpmG_1	19046	19046	19046
SAOUHSC_01320	1322	1322	1322
SAOUHSC_00945	10973	10973	10973
SAOUHSC_01944	144	144	144
SAOUHSC_01475	10131	10131	10131
SAOUHSC_03034	4442	4442	4442
SAOUHSC_01248	8061	8061	8061
SAOUHSC_01252	64545	64545	64545
SAOUHSC_01766	36282	36282	36282
SAOUHSC_01756	28723	28723	28723
SAOUHSC_01029	470104	470104	470104
valS	75446	75446	75446
truA	9330	9330	9330
SAOUHSC_02512a	39761	39761	39761
trmD	5244	5244	5244
SAOUHSC_01742	34208	34208	34208
SAOUHSC_01624	16698	16698	16698
SAOUHSC_00937	60058	60058	60058
SAOUHSC_01588	6105	6105	6105
SAOUHSC_00415	636	636	636
SAOUHSC_00905	47285	47285	47285
rplL	21835	21835	21835
leuS	66454	66454	66454
SAOUHSC_00018	48439	48439	48439
SAOUHSC_T00013	1721	0	1721
SAOUHSC_02102	29113	29113	29113
SAOUHSC_00123	2054	2054	2054
SAOUHSC_02906	2812	2812	2812
SAOUHSC_01265	9656	9656	9656
SAOUHSC_01662	30087	30087	30087
SAOUHSC_00234	7144	7144	7144
SAOUHSC_02267	11544	11544	11544
SAOUHSC_02155	6188	6188	6188
SAOUHSC_00917	812	812	812
SAOUHSC_01791	21507	21507	21507
SAOUHSC_02122	25442	25442	25442
SAOUHSC_01070	6379	6379	6379
SAOUHSC_02416	5	5	5
SAOUHSC_01812	15437	15437	15437
SAOUHSC_02978	36933	36933	36933
SAOUHSC_00860	21716	21716	21716
SAOUHSC_00802	9558	9558	9558
SAOUHSC_02356	2633	2633	2633
SAOUHSC_02244	17668	17668	17668
eno	669964	669964	669964
SAOUHSC_02850	11141	11141	11141
SAOUHSC_02784	888	888	888
SAOUHSC_00228	77534	77534	77534
SAOUHSC_02286	376	376	376
SAOUHSC_02280	1513	1512	1513
SAOUHSC_00558	2123	2123	2123
SAOUHSC_00530	1357861	1357861	1357861
nsaS	6657	6657	6657
SAOUHSC_01193	88778	88778	88778
glmM	49805	49805	49805
SAOUHSC_01699	10478	10478	10478
SAOUHSC_00598	356	356	356
SAOUHSC_00628	9083	9083	9083
SAOUHSC_02331	2442	2442	2442
SAOUHSC_01175	19558	19558	19558
SAOUHSC_01337	205023	205023	205023
SAOUHSC_01583	11900	11898	11900
SAOUHSC_01322	1523	1523	1523
SAOUHSC_01087	378	361	378
SAOUHSC_03021	89	89	89
SAOUHSC_00188	2720	2720	2720
SAOUHSC_02350	137599	137599	137599
SAOUHSC_01383	29621	29621	29621
SAOUHSC_00416	6837	6837	6837
rpsI	76920	76920	76920
secA	74459	74459	74459
SAOUHSC_01022	2707	2707	2707
SAOUHSC_00246	1400	1400	1400
SAOUHSC_01058	24952	24952	24952
SAOUHSC_01679	23375	23375	23375
SAOUHSC_00834	27316	27316	27316
SAOUHSC_03008	667	667	667
SAOUHSC_01045	1177	1177	1177
uvrC	10922	10922	10922
pgi	207438	207438	207438
SAOUHSC_01179	35438	35438	35438
SAOUHSC_01826	10	10	10
SAOUHSC_00627	1657	1657	1657
SAOUHSC_01021	7870	7870	7870
SAOUHSC_00208	285	283	285
SAOUHSC_02706	3212	3212	3212
SAOUHSC_01854	101288	101288	101288
SAOUHSC_00658	14600	14600	14600
SAOUHSC_00400	1689	1689	1689
SAOUHSC_00580	750	750	750
SAOUHSC_00191	478	478	478
SAOUHSC_02349	64842	64842	64842
SAOUHSC_01730	17485	17485	17485
SAOUHSC_01670	10277	10277	10277
SAOUHSC_T00058	1982	762	1982
SAOUHSC_01249	20983	20983	20983
SAOUHSC_02836	1691	1691	1691
SAOUHSC_02124	6477	6477	6477
SAOUHSC_01141	8084	8084	8084
SAOUHSC_00023	17195	17195	17195
rpmH	15247	15247	15247
SAOUHSC_01474	9748	9748	9748
SAOUHSC_00901	2404	2404	2404
SAOUHSC_01735	10732	10732	10732
SAOUHSC_02123	22227	22227	22227
SAOUHSC_02786	4072	4072	4072
mutL	11867	11867	11867
SAOUHSC_01960	21216	21216	21216
SAOUHSC_00486	154743	154743	154743
SAOUHSC_01739	15810	15810	15810
SAOUHSC_01287	108459	108459	108459
SAOUHSC_01205	18595	18595	18595
thrS	76622	76622	76622
SAOUHSC_01164	23832	23832	23832
SAOUHSC_T00032	2357	2287	2357
SAOUHSC_03031	4400	4400	4400
rpoZ	8532	8532	8532
SAOUHSC_T00014	1659	0	1659
SAOUHSC_00503	16052	16052	16052
tsf	196672	196672	196672
SAOUHSC_00624	4148	4148	4148
SAOUHSC_02710	731	731	731
SAOUHSC_01696	15851	15851	15851
SAOUHSC_00458	673	673	673
SAOUHSC_T00012	1678	0	1678
rplK	63250	63250	63250
SAOUHSC_02768	261	261	261
rplU	39482	39482	39482
SAOUHSC_00061	3938	3938	3938
SAOUHSC_01979	4602	4602	4602
rplA	75365	75365	75365
SAOUHSC_01077	60166	60166	60166
SAOUHSC_01802	63710	63710	63710
SAOUHSC_01585	25948	25948	25948
SAOUHSC_02754	6113	6113	6113
SAOUHSC_01469	9464	9464	9464
SAOUHSC_01129	1839	1839	1839
ruvB	21638	21638	21638
queA	17575	17575	17575
SAOUHSC_00517	31720	31720	31720
SAOUHSC_00626	1927	1927	1927
SAOUHSC_01185	17052	17052	17052
SAOUHSC_01186	10010	10010	10010
SAOUHSC_00397	9934	8952	9934
SAOUHSC_00854	13670	13670	13670
SAOUHSC_01686	1834	1834	1834
SAOUHSC_00528	124250	124250	124250
SAOUHSC_00101	35463	35463	35463
SAOUHSC_01163	10421	10421	10421
SAOUHSC_02107	25732	25732	25732
rplJ	50497	50497	50497
SAOUHSC_02933	13515	13515	13515
SAOUHSC_00100	11548	8677	11548
SAOUHSC_00187	8959	8959	8959
SAOUHSC_02646	1933	1933	1933
SAOUHSC_01451	123	123	123
SAOUHSC_01925	56	56	56
SAOUHSC_00878	194104	194104	194104
SAOUHSC_00005	55300	55300	55300
SAOUHSC_00226	46951	46951	46951
SAOUHSC_T00048	2478	146	2478
SAOUHSC_00559	475	475	475
SAOUHSC_01645	9797	9797	9797
rbgA	4726	4726	4726
SAOUHSC_01240	46591	46591	46591
SAOUHSC_01099	22473	22473	22473
SAOUHSC_01349	6061	6061	6061
SAOUHSC_00994	397543	397543	397543
SAOUHSC_00122	2920	2920	2920
SAOUHSC_01406	8300	8300	8300
SAOUHSC_T00053	2380	0	2380
SAOUHSC_01187	33796	33796	33796
infC	29358	29358	29358
SAOUHSC_01652	58905	58905	58905
SAOUHSC_00671	201229	201229	201229
SAOUHSC_03032	2921	2921	2921
SAOUHSC_01601	19045	19045	19045
SAOUHSC_00354	584	584	584
SAOUHSC_01667	13217	13217	13217
rpoB	312589	312589	312589
SAOUHSC_02160	217	217	217
coaE	19758	19758	19758
SAOUHSC_02848	8116	8116	8116
rplT	27522	27519	27522
rpsL	124544	124544	124544
SAOUHSC_01221	359	359	359
engA	38187	38187	38187
SAOUHSC_02885	42975	42975	42975
SAOUHSC_01663	14991	14991	14991
SAOUHSC_00525	262293	262293	262293
SAOUHSC_01050	23268	23268	23268
SAOUHSC_00437	13982	13982	13982
SAOUHSC_00610	3240	3240	3240
SAOUHSC_00523	5017	5017	5017
SAOUHSC_02294	70	70	70
SAOUHSC_00680	792	792	792
SAOUHSC_01150	281681	281681	281681
smpB	8253	8253	8253
SAOUHSC_01857	126936	126936	126936
SAOUHSC_00676	17998	17998	17998
SAOUHSC_01182	4960	4960	4960
SAOUHSC_02412	3102	2122	3102
SAOUHSC_01658	10091	10091	10091
SAOUHSC_00685	4724	4724	4724
rplM	55212	55212	55212
SAOUHSC_02343	188427	188427	188427
SAOUHSC_00667	7920	7920	7920
SAOUHSC_00484	10560	10560	10560
SAOUHSC_00914	50	50	50
SAOUHSC_00851	94430	94430	94430
SAOUHSC_01612	22052	22052	22052
SAOUHSC_00625	16319	16319	16319
SAOUHSC_01510	349	349	349
SAOUHSC_02425	345748	345748	345748
SAOUHSC_01381	720	720	720
SAOUHSC_00022	36475	36475	36475
SAOUHSC_00551	8336	8336	8336
SAOUHSC_02746	236	236	236
rnhB	3832	3832	3832
SAOUHSC_00691	12092	12092	12092
SAOUHSC_01644	21128	21128	21128
SAOUHSC_00227	68082	68081	68082
SAOUHSC_01425	6906	6906	6906
era	22487	22487	22487
SAOUHSC_01587	13103	13103	13103
SAOUHSC_01299	5	5	5
SAOUHSC_02266	10	10	10
hemC	13971	13971	13971
SAOUHSC_01239	17955	17955	17955
SAOUHSC_00549	17492	17492	17492
SAOUHSC_02347	107111	107111	107111
SAOUHSC_01688	39153	39153	39153
SAOUHSC_02324	4479	4479	4479
SAOUHSC_00560	319	319	319
SAOUHSC_00557	662	662	662
SAOUHSC_01238	10233	10233	10233
SAOUHSC_00693	9503	9503	9503
SAOUHSC_00976	958	958	958
SAOUHSC_01207	39627	39627	39627
SAOUHSC_01171	5028	5028	5028
SAOUHSC_00302	3085	3085	3085
SAOUHSC_01460	11195	11195	11195
SAOUHSC_01697	16664	16664	16664
atpC	103568	103568	103568
SAOUHSC_00439	1646	1646	1646
SAOUHSC_01910	530749	530749	530749
SAOUHSC_01153	24963	24963	24963
SAOUHSC_02327	28766	28766	28766
SAOUHSC_01623	41121	41121	41121
SAOUHSC_00954	13546	13546	13546
SAOUHSC_T00061	271	0	271
SAOUHSC_T00011	390	0	390
SAOUHSC_T00021	1253	0	1253
SAOUHSC_00438	2975	2975	2975
SAOUHSC_00152	19917	19917	19917
SAOUHSC_00794	52794	52794	52794
SAOUHSC_T00046	317	247	317
tig	210105	210105	210105
SAOUHSC_00675	36948	36948	36948
SAOUHSC_01611	29442	29442	29442
SAOUHSC_02241	431	431	431
SAOUHSC_01431	30017	30017	30017
SAOUHSC_02574	21884	21884	21884
SAOUHSC_00803	47972	47972	47972
SAOUHSC_00827	1234	1234	1234
SAOUHSC_01744	6897	6897	6897
SAOUHSC_02273	17497	17497	17497
SAOUHSC_01245	4699	4699	4699
SAOUHSC_00849	95220	95220	95220
SAOUHSC_T00054	2414	0	2414
SAOUHSC_00529	578842	578842	578842
SAOUHSC_00353	73	73	73
SAOUHSC_00006	84776	84776	84776
SAOUHSC_02341	362522	362522	362522
SAOUHSC_01659	14488	14488	14488
SAOUHSC_01288	19	19	19
gatA	77354	77354	77354
SAOUHSC_02345	333860	333860	333860
SAOUHSC_T0003	751	0	751
SAOUHSC_00692	7032	7032	7032
SAOUHSC_00323	6284	6165	6284
SAOUHSC_01646	29737	29737	29737
SAOUHSC_01764	69	69	69
SAOUHSC_01958	2203	2203	2203
SAOUHSC_00505	102166	102166	102166
SAOUHSC_02530	232	232	232
thyA	17129	17129	17129
SAOUHSC_00929	60	60	60
SAOUHSC_01306	11	11	11
SAOUHSC_01269	17866	17866	17866
SAOUHSC_00955	1888	1888	1888
SAOUHSC_01271	5886	5886	5886
SAOUHSC_01063	11462	11462	11462
SAOUHSC_02278	1663	1663	1663
SAOUHSC_00399	95	95	95
SAOUHSC_01700	23453	23453	23453
SAOUHSC_00153	87562	87562	87562
rpmI	15859	15859	15859
SAOUHSC_00550	13707	13707	13707
SAOUHSC_01877	7708	7708	7708
SAOUHSC_00855	16404	16404	16404
ipk	11022	11022	11022
SAOUHSC_T0006	35	35	35
SAOUHSC_01046	2156	2156	2156
SAOUHSC_02384	2530	2530	2530
SAOUHSC_T00022	1082	0	1082
rpsU	51772	51772	51772
SAOUHSC_00793	10165	10165	10165
SAOUHSC_02534	3241	3156	3241
SAOUHSC_01270	5069	5069	5069
SAOUHSC_01242	9345	9345	9345
polC	29830	29830	29830
SAOUHSC_01953	863	863	863
SAOUHSC_00896	10267	9839	10267
SAOUHSC_T00056	2152	2152	2152
SAOUHSC_01717	10877	10877	10877
SAOUHSC_00577	13423	13423	13423
SAOUHSC_01508	2471	2471	2471
gatC	23069	23069	23069
SAOUHSC_T00027	871	867	871
SAOUHSC_01184	15744	15744	15744
SAOUHSC_02873	17815	17815	17815
SAOUHSC_00569	27157	27157	27157
SAOUHSC_01412	4635	4635	4635
SAOUHSC_02681	458	458	458
SAOUHSC_02323	8290	8290	8290
SAOUHSC_01613	26106	26106	26106
SAOUHSC_01808	14094	14094	14094
SAOUHSC_00060	43633	43633	43633
SAOUHSC_01456	1973	1973	1973
SAOUHSC_01967	20734	20734	20734
SAOUHSC_02726	1844	1844	1844
SAOUHSC_00727	9167	9167	9167
SAOUHSC_02573	13882	13882	13882
groES	24281	24281	24281
SAOUHSC_T00055	2382	0	2382
SAOUHSC_T00025	1057	0	1057
SAOUHSC_00997	11717	11717	11717
pyrC	17611	17611	17611
pheT	45216	45216	45216
SAOUHSC_01432	58519	58519	58519
SAOUHSC_01031	2062	2062	2062
SAOUHSC_00578	19621	19621	19621
infB	48197	48197	48197
pyrG	33816	33816	33816
gatB	100413	100413	100413
SAOUHSC_02381	6347	6347	6347
SAOUHSC_00201	1654	1654	1654
SAOUHSC_00129	10408	10408	10408
pheS	16980	16980	16980
prfA	19030	19030	19030
SAOUHSC_00155	18663	18660	18663
SAOUHSC_01413	2425	2425	2425
SAOUHSC_02326	1766	1760	1766
SAOUHSC_01429	30508	30508	30508
SAOUHSC_T00033	3654	3654	3654
SAOUHSC_00850	38300	38300	38300
SAOUHSC_00822	1182	1182	1182
SAOUHSC_02752	3781	3781	3781
carB	33260	33260	33260
SAOUHSC_00729	10724	10724	10724
prmA	13306	13306	13306
SAOUHSC_02329	3847	3847	3847
SAOUHSC_01327	180371	180371	180371
SAOUHSC_00146	1478	1478	1478
SAOUHSC_01154	37686	37686	37686
SAOUHSC_01183	12473	12473	12473
SAOUHSC_00728	86989	86989	86989
SAOUHSC_02932	8933	8933	8933
SAOUHSC_02250	160	160	160
SAOUHSC_T00035	393	299	393
SAOUHSC_02113	4181	4181	4181
SAOUHSC_01584	9341	8606	9341
SAOUHSC_01049	5216	5216	5216
SAOUHSC_01770	566	566	566
SAOUHSC_02709	348	348	348
SAOUHSC_01361	16812	16812	16812
SAOUHSC_01430	53198	53198	53198
SAOUHSC_00717	5130	5130	5130
SAOUHSC_01618	27893	27893	27893
SAOUHSC_01761a	89	89	89
SAOUHSC_01843	1991	1991	1991
recU	26154	26154	26154
SAOUHSC_02769	200	200	200
SAOUHSC_00711	27919	27919	27919
SAOUHSC_00579	20012	20012	20012
SAOUHSC_00282	1262	1262	1262
SAOUHSC_02277	5880	5880	5880
SAOUHSC_01467	181174	181174	181174
nusA	23581	23581	23581
SAOUHSC_00688	25077	25077	25077
SAOUHSC_02358	12301	12301	12301
SAOUHSC_00902	5326	5326	5326
SAOUHSC_00099	2890	2890	2890
SAOUHSC_02360	12362	12362	12362
SAOUHSC_00903	7844	7844	7844
SAOUHSC_02108	8122	8122	8122
SAOUHSC_T00060	242	0	242
SAOUHSC_00897	33138	33138	33138
SAOUHSC_01272	13522	13522	13522
SAOUHSC_00341	124	124	124
SAOUHSC_01682	12705	12705	12705
SAOUHSC_00291	3350	3350	3350
SAOUHSC_01716	19650	19650	19650
gmk	29929	29929	29929
SAOUHSC_01809	15109	15109	15109
SAOUHSC_T00030	1998	1942	1998
SAOUHSC_00340	164	164	164
SAOUHSC_00912	31929	31929	31929
SAOUHSC_T00036	4949	4660	4949
SAOUHSC_01169	14133	14133	14133
SAOUHSC_02251	42	42	42
SAOUHSC_01307	710	710	710
SAOUHSC_01810	22838	22838	22838
SAOUHSC_01359	30297	30297	30297
SAOUHSC_00957	5779	5779	5779
SAOUHSC_00689	19311	19311	19311
SAOUHSC_00396	8	8	8
def	18359	18359	18359
SAOUHSC_01513	3483	3483	3483
SAOUHSC_02264	41256	41256	41256
SAOUHSC_00646	3711	3711	3711
SAOUHSC_T00037	882	633	882
SAOUHSC_T0005	216	216	216
SAOUHSC_02325	1732	1730	1732
SAOUHSC_02855	12291	12291	12291
SAOUHSC_01244	4235	4235	4235
SAOUHSC_02243	218	218	218
SAOUHSC_02175	3911	3911	3911
SAOUHSC_T00010	1353	0	1353
SAOUHSC_01684	44472	44472	44472
SAOUHSC_02364	12085	12085	12085
SAOUHSC_02571	54863	54863	54863
SAOUHSC_02968	244	244	244
SAOUHSC_01121	808	808	808
SAOUHSC_T00018	1558	177	1558
SAOUHSC_01512	2402	2402	2402
SAOUHSC_00236	9256	9256	9256
SAOUHSC_02330	3830	3830	3830
SAOUHSC_00128	10083	10083	10083
SAOUHSC_02316	31649	31649	31649
SAOUHSC_00336	88330	88330	88330
SAOUHSC_T00050	105	105	105
SAOUHSC_00293	2663	2663	2663
SAOUHSC_02892	1212	1212	1212
SAOUHSC_02265	34638	34638	34638
SAOUHSC_T0008	1375	0	1375
SAOUHSC_00121	3160	3160	3160
SAOUHSC_03006	71191	71191	71191
SAOUHSC_T00031	493	493	493
SAOUHSC_01275	109609	109609	109609
SAOUHSC_02893	1221	1221	1221
SAOUHSC_02394	5	5	5
SAOUHSC_T0009	1415	0	1415
SAOUHSC_02279	4009	4009	4009
SAOUHSC_01763	74	74	74
ribH	1429	1429	1429
dnaK	172520	172520	172520
SAOUHSC_00235	4122	4122	4122
SAOUHSC_02176	91	91	91
SAOUHSC_02365	29338	29338	29338
thiE	3406	3406	3406
SAOUHSC_02389	7415	7415	7415
SAOUHSC_00127	6182	6182	6182
SAOUHSC_02397	4287	4287	4287
SAOUHSC_02583	12391	12391	12391
SAOUHSC_02720	2	2	2
SAOUHSC_T00028	132	0	132
SAOUHSC_00126	3413	3413	3413
SAOUHSC_00120	7777	7777	7777
SAOUHSC_02672	816	816	816
SAOUHSC_01780	11	11	11
groEL	146052	146052	146052
SAOUHSC_03024	5667	5667	5667
SAOUHSC_00097	1356	1356	1356
SAOUHSC_00857	187	187	187
SAOUHSC_02721	2437	2437	2437
SAOUHSC_00125	7068	7068	7068
SAOUHSC_01285	11463	11463	11463
SAOUHSC_01511	2018	1834	2018
SAOUHSC_00119	8222	8222	8222
SAOUHSC_01298	3	3	3
SAOUHSC_00292	3933	3929	3933
SAOUHSC_02283	27	27	27
glpK	127355	127355	127355
SAOUHSC_00038	85	85	85
SAOUHSC_02012	6063	6063	6063
SAOUHSC_01200	5025	5025	5025
SAOUHSC_R00010	2214	0	2214
SAOUHSC_01135	1468	1468	1468
SAOUHSC_R00016	9	0	9
SAOUHSC_02399	900940	900940	900940
SAOUHSC_02411	64	64	64
SAOUHSC_02629	4130	4130	4130
SAOUHSC_01889	5121	5121	5121
SAOUHSC_00118	6390	6390	6390
SAOUHSC_02332	4546	4546	4546
SAOUHSC_02100	3918	3918	3918
SAOUHSC_R0009	2317	0	2317
SAOUHSC_03033	5951	5951	5951
SAOUHSC_01838	69667	69667	69667
SAOUHSC_02099	9209	9209	9209
SAOUHSC_01199	72213	72213	72213
SAOUHSC_02840	6147	6147	6147
SAOUHSC_02388	3854	3854	3854
SAOUHSC_01972	26682	26682	26682
SAOUHSC_02975	18564	18564	18564
SAOUHSC_02976	12056	12056	12056
SAOUHSC_R0003	80357	1961	80357
SAOUHSC_00870	16858	16858	16858
SAOUHSC_00411	15	15	15
SAOUHSC_01976	13	13	13
SAOUHSC_02857	2	2	2
SAOUHSC_T00057	4	0	4
SAOUHSC_00116	6267	6267	6267
SAOUHSC_01196	24525	24525	24525
SAOUHSC_00921	120134	120134	120134
SAOUHSC_R0001	85819	2102	85819
SAOUHSC_01198	70894	70894	70894
SAOUHSC_01887	3221	3221	3221
SAOUHSC_00998	4469	4469	4469
SAOUHSC_00240	1016	1016	1016
SAOUHSC_02635	8871	8871	8871
SAOUHSC_00111	28	28	28
SAOUHSC_R0005	158	3	158
SAOUHSC_02841	13412	13412	13412
SAOUHSC_01278	77430	77430	77430
SAOUHSC_00871	3603	3603	3603
SAOUHSC_00114	3804	3804	3804
SAOUHSC_00115	5557	5557	5557
SAOUHSC_R0007	102689	2078	102689
SAOUHSC_02839	16691	16691	16691
SAOUHSC_00639	1971	1971	1971
SAOUHSC_00239	3237	3237	3237
SAOUHSC_02333	22743	22743	22743
SAOUHSC_02630	1881	1881	1881
SAOUHSC_00356	48204	48204	48204
SAOUHSC_01136	2318	2318	2318
SAOUHSC_01888	1585	1585	1585
SAOUHSC_00241	1728	1728	1728
SAOUHSC_R00013	19	0	19
SAOUHSC_00117	12137	12137	12137
SAOUHSC_02098	7728	7728	7728
SAOUHSC_01197	65457	65457	65457
SAOUHSC_01736	65	65	65
SAOUHSC_R0004	27868	635	27868
SAOUHSC_R0008	140445	3063	140445
SAOUHSC_T00019	8	0	8
SAOUHSC_T00049	416	416	416
SAOUHSC_T0007	100	25	100
SAOUHSC_00174	435	435	435
SAOUHSC_01794	406939	406939	406939
SAOUHSC_03023	23737	23737	23737
SAOUHSC_02805	4	4	4
SAOUHSC_00920	49334	49334	49334
SAOUHSC_01839	24197	24197	24197
SAOUHSC_02576	70931	70931	70931
SAOUHSC_R00015	13	0	13
SAOUHSC_00872	58925	58925	58925
SAOUHSC_00154	7	7	7
SAOUHSC_01760	3215	3215	3215
SAOUHSC_A02811	3	3	3
SAOUHSC_R00014	11	0	11
SAOUHSC_00869	76701	76701	76701
SAOUHSC_02866	34419	34419	34419
SAOUHSC_01844	0	0	0
SAOUHSC_01761	1337	1337	1337
SAOUHSC_01005	14362	14362	14362
SAOUHSC_01068	3	3	3
SAOUHSC_02115	0	0	0
SAOUHSC_T00017	0	0	0
SAOUHSC_02745	10	10	10
SAOUHSC_R00012	19	0	19
SAOUHSC_02717	6	6	6
SAOUHSC_00561	850	850	850
SAOUHSC_00737	0	0	0
SAOUHSC_00772	2	2	2
SAOUHSC_01339	1	1	1
SAOUHSC_01853	2	2	2
SAOUHSC_02838	1	1	1
SAOUHSC_02872	267	267	267
SAOUHSC_00243	0	0	0
SAOUHSC_01402	3	3	3
SAOUHSC_01963	2	2	2
SAOUHSC_02953	23749	23749	23749
SAOUHSC_02954	9885	9885	9885
SAOUHSC_03041	4082	4082	4082
SAOUHSC_3042a	9814	7420	9814
SAOUHSC_00355	7293	7293	7293
SAOUHSC_03040	194409	173444	194409
SAOUHSC_03042	16041	13605	16041
SAOUHSC_03037	469297	469297	469297
SAOUHSC_03036	349139	349139	349139
SAOUHSC_03037a	12808	9784	12808
SAOUHSC_00108	0	0	0
SAOUHSC_00387	0	0	0
SAOUHSC_00583	0	0	0
SAOUHSC_00677	0	0	0
SAOUHSC_00778	0	0	0
SAOUHSC_00809	0	0	0
SAOUHSC_00867	3	3	3
SAOUHSC_00967	1	1	1
SAOUHSC_01003	0	0	0
SAOUHSC_01109	0	0	0
SAOUHSC_01883	1	1	1
SAOUHSC_01934	1	1	1
SAOUHSC_02069	0	0	0
SAOUHSC_02105	0	0	0
SAOUHSC_02459	0	0	0
SAOUHSC_02634	1	1	1
SAOUHSC_02804	1	1	1
SAOUHSC_02890	0	0	0
SAOUHSC_02939	0	0	0
SAOUHSC_02948	0	0	0
SAOUHSC_02950	0	0	0
SAOUHSC_A01436	0	0	0
SAOUHSC_A02169	0	0	0
