Feature ID	Single mutant - SM1_S4 (GE) - Expression values	Single mutant - SM1_S4 (GE) - Unique gene reads	Single mutant - SM1_S4 (GE) - Total gene reads
SAOUHSC_02776	572	572	572
SAOUHSC_00179	7387	7387	7387
SAOUHSC_01479	2062	2062	2062
nusB	8737	8737	8737
ksgA	8565	8565	8565
SAOUHSC_00501	45963	45963	45963
SAOUHSC_01990	724	724	724
SAOUHSC_01947	1017	1017	1017
SAOUHSC_02891	1522	1522	1522
SAOUHSC_02961	7128	7128	7128
SAOUHSC_00821	4554	4554	4554
SAOUHSC_02424	3060	3060	3060
SAOUHSC_02713	512	512	512
SAOUHSC_02663	3820	3820	3820
SAOUHSC_00441	2175	2175	2175
SAOUHSC_02779	8694	8694	8694
SAOUHSC_02284	234	234	234
SAOUHSC_02698	17327	17320	17327
SAOUHSC_00358	76712	76712	76712
SAOUHSC_01096	3252	3252	3252
SAOUHSC_00868	256	256	256
SAOUHSC_00161	429	429	429
SAOUHSC_02615	1813	1813	1813
SAOUHSC_02687	3283	3283	3283
SAOUHSC_00582	492	492	492
SAOUHSC_00979	6734	6734	6734
nrdF	38125	38125	38125
SAOUHSC_02816	5456	5456	5456
SAOUHSC_02879	9045	9045	9045
SAOUHSC_00092	1125	1125	1125
SAOUHSC_02597	13005	13005	13005
SAOUHSC_00928	92	92	92
SAOUHSC_00567	4541	4541	4541
SAOUHSC_01609	13686	13683	13686
SAOUHSC_01597	9811	9811	9811
SAOUHSC_01818	288832	288832	288832
SAOUHSC_00027	1952	773	1952
SAOUHSC_00602	511	511	511
SAOUHSC_02632	4688	4688	4688
spxA	92530	92530	92530
SAOUHSC_00381a	42	42	42
SAOUHSC_00402	787	787	787
SAOUHSC_02774	7716	7716	7716
SAOUHSC_00192	1764	1764	1764
SAOUHSC_02628	3480	3480	3480
SAOUHSC_00386	98	98	98
SAOUHSC_01998	14425	14425	14425
SAOUHSC_01712	6670	6670	6670
SAOUHSC_01823	1261	1261	1261
SAOUHSC_02522	1649	1649	1649
SAOUHSC_01606	16144	16144	16144
SAOUHSC_01928	312	312	312
SAOUHSC_01711	9036	9036	9036
SAOUHSC_02845	5251	5251	5251
SAOUHSC_00124	669	669	669
SAOUHSC_01380	760	760	760
SAOUHSC_00247	2282	2282	2282
SAOUHSC_02662	323	323	323
SAOUHSC_01314	1781	1781	1781
SAOUHSC_00732	26686	26686	26686
SAOUHSC_02125	8311	8311	8311
SAOUHSC_02962	5063	5063	5063
SAOUHSC_01837	9201	9201	9201
SAOUHSC_02815	155635	155635	155635
SAOUHSC_00898	1547	1547	1547
SAOUHSC_00684	314	314	314
SAOUHSC_02445	7712	7712	7712
SAOUHSC_02647	75999	75999	75999
SAOUHSC_00213	373	373	373
SAOUHSC_01332	6633	6633	6633
SAOUHSC_01864	6796	6796	6796
SAOUHSC_02373	3479	3479	3479
SAOUHSC_01845	599724	599724	599724
SAOUHSC_00429	2826	2826	2826
SAOUHSC_02249	1017	1017	1017
SAOUHSC_00642	14511	14511	14511
SAOUHSC_00614	5251	5251	5251
SAOUHSC_00784	11005	11005	11005
SAOUHSC_02301	38371	38371	38371
SAOUHSC_02554	21009	21009	21009
SAOUHSC_01840	2326	2325	2326
trpD	398	398	398
SAOUHSC_01758	3297	3297	3297
SAOUHSC_02791	1903	1903	1903
SAOUHSC_02656	2275	2275	2275
SAOUHSC_02690	7997	7997	7997
SAOUHSC_00755	3957	3957	3957
SAOUHSC_00285	15554	15554	15554
SAOUHSC_01219	697	697	697
SAOUHSC_R0006	14801	325	14801
lspA	982	982	982
SAOUHSC_02929	59145	59145	59145
SAOUHSC_00284	7360	7360	7360
SAOUHSC_00726	2852	2852	2852
SAOUHSC_00703	6454	6454	6454
SAOUHSC_02751	7875	7875	7875
SAOUHSC_00960	11140	11140	11140
SAOUHSC_00150	299	299	299
SAOUHSC_02742	3691	3691	3691
SAOUHSC_02149	4246	4246	4246
SAOUHSC_00107	1934	1934	1934
SAOUHSC_00615	8667	8667	8667
SAOUHSC_02594	7537	7537	7537
SAOUHSC_02636	4003	4003	4003
SAOUHSC_02655	2	2	2
SAOUHSC_01591	6631	6631	6631
SAOUHSC_00816	873	873	873
SAOUHSC_02627	23186	23186	23186
SAOUHSC_02958	340	340	340
SAOUHSC_01405	3418	3418	3418
SAOUHSC_02818	787	787	787
SAOUHSC_01783	488	488	488
SAOUHSC_02146	4692	4692	4692
SAOUHSC_A02189	2005	2005	2005
SAOUHSC_00405	6706	6706	6706
aroB	3827	3827	3827
SAOUHSC_00093	6476	6476	6476
SAOUHSC_01228	28969	28969	28969
SAOUHSC_01224	12161	12161	12161
SAOUHSC_02830	7586	7586	7586
SAOUHSC_02740	5879	5879	5879
SAOUHSC_02653	2442	2442	2442
SAOUHSC_00672	4476	4476	4476
SAOUHSC_00094	11474	11474	11474
SAOUHSC_00056	13536	13536	13536
SAOUHSC_00482	7517	7517	7517
SAOUHSC_00345	2235	2235	2235
SAOUHSC_00404	1235	1235	1235
SAOUHSC_03030	22984	22984	22984
SAOUHSC_02307	5446	5446	5446
SAOUHSC_02590	40186	40186	40186
SAOUHSC_00332	2670	2670	2670
SAOUHSC_00185	3373	3373	3373
SAOUHSC_01386	411	411	411
SAOUHSC_01044	2443	2443	2443
SAOUHSC_02864	2010	2010	2010
SAOUHSC_02677	3986	3986	3986
SAOUHSC_00047	460	460	460
SAOUHSC_01698	3681	3681	3681
SAOUHSC_02728	941	941	941
SAOUHSC_00665	4769	4769	4769
SAOUHSC_01773	4543	4543	4543
SAOUHSC_00278	953	929	953
SAOUHSC_01103	34267	34267	34267
SAOUHSC_00754	3326	3326	3326
SAOUHSC_00186	2114	2114	2114
SAOUHSC_00382	2494	2494	2494
SAOUHSC_02420	2227	2227	2227
SAOUHSC_00316	489	489	489
SAOUHSC_00767	108410	108410	108410
SAOUHSC_00889	62271	62271	62271
SAOUHSC_00883	8201	8199	8201
SAOUHSC_02714	555	555	555
SAOUHSC_00773	488	488	488
SAOUHSC_02447	36018	36018	36018
SAOUHSC_02009	12471	12471	12471
SAOUHSC_02418	4515	4515	4515
SAOUHSC_01926	808	808	808
SAOUHSC_02351	37244	37244	37244
panB	14249	14249	14249
SAOUHSC_02936	2412	2412	2412
SAOUHSC_01081	7274	7274	7274
SAOUHSC_01719	19024	19024	19024
rnc	3995	3995	3995
SAOUHSC_02827	2991	2991	2991
SAOUHSC_00562	29861	29861	29861
SAOUHSC_02995	2605	2605	2605
SAOUHSC_02610	23443	23443	23443
SAOUHSC_00606	19822	19822	19822
SAOUHSC_01260	9790	9790	9790
SAOUHSC_02010	3914	3914	3914
SAOUHSC_01419	10343	10343	10343
SAOUHSC_00096	4612	4612	4612
SAOUHSC_00287	13122	13122	13122
SAOUHSC_02303	28371	28369	28371
SAOUHSC_02404	3805	3805	3805
SAOUHSC_02550	10059	10059	10059
SAOUHSC_01318	8003	8003	8003
SAOUHSC_02972	9469	9469	9469
SAOUHSC_01638	92	90	92
SAOUHSC_00939	12229	12229	12229
SAOUHSC_02750	3138	3138	3138
SAOUHSC_02402	39350	39350	39350
SAOUHSC_01459	2138	2138	2138
SAOUHSC_01747	19611	19611	19611
SAOUHSC_02649	14027	14027	14027
SAOUHSC_00863	2501	2501	2501
SAOUHSC_00616	14214	14214	14214
SAOUHSC_02444	42384	42384	42384
SAOUHSC_02545	9055	9055	9055
SAOUHSC_00881	4547	4547	4547
SAOUHSC_01066	17433	17433	17433
SAOUHSC_01721	17827	17827	17827
SAOUHSC_01439	2550	2550	2550
SAOUHSC_02383	20711	20711	20711
SAOUHSC_00547	6725	6725	6725
SAOUHSC_01138	24152	24152	24152
SAOUHSC_02148	3810	3810	3810
SAOUHSC_01593	4098	4098	4098
SAOUHSC_00452	21410	21410	21410
SAOUHSC_00596	422	422	422
SAOUHSC_02689	1230	1230	1230
SAOUHSC_02916	7184	7184	7184
SAOUHSC_00733	947	947	947
SAOUHSC_01590	1216	1216	1216
hisZ	51	51	51
SAOUHSC_01929	69	69	69
SAOUHSC_01615	30278	30278	30278
SAOUHSC_00995	1132	1132	1132
SAOUHSC_00477	31396	31396	31396
SAOUHSC_02974	2454	2454	2454
SAOUHSC_00420	871	871	871
SAOUHSC_02718	1122	1122	1122
SAOUHSC_00532	167984	167984	167984
SAOUHSC_00603	17548	17548	17548
SAOUHSC_00168	198	198	198
SAOUHSC_00248	7993	7993	7993
SAOUHSC_00067	48147	48147	48147
mraY	17406	17406	17406
SAOUHSC_02676	6595	6595	6595
SAOUHSC_01495	334	334	334
SAOUHSC_00330	2827	2827	2827
argC	612	612	612
SAOUHSC_00759	4729	4729	4729
SAOUHSC_02715	179	179	179
SAOUHSC_02665	15046	15046	15046
SAOUHSC_01985	5466	5466	5466
SAOUHSC_01987	50130	50130	50130
SAOUHSC_02909	17019	17019	17019
SAOUHSC_02812	3729	3729	3729
SAOUHSC_00465	17592	17592	17592
SAOUHSC_03035	1445	1445	1445
SAOUHSC_00818	386	386	386
SAOUHSC_00463	5437	5437	5437
SAOUHSC_02563	2673	2673	2673
SAOUHSC_02281	236	236	236
SAOUHSC_02781	849	849	849
SAOUHSC_00051	256	256	256
SAOUHSC_00664	6951	6951	6951
SAOUHSC_00480	20982	20982	20982
SAOUHSC_01468	1386	1386	1386
SAOUHSC_02090	7009	7009	7009
trmB	10437	10437	10437
SAOUHSC_00971	684	684	684
SAOUHSC_01951	275	275	275
SAOUHSC_01641	58	58	58
ureA	794	794	794
SAOUHSC_00832	3037	3037	3037
SAOUHSC_01666	132126	132126	132126
SAOUHSC_01977	97776	97776	97776
SAOUHSC_02541	3746	3746	3746
SAOUHSC_00169	191	191	191
SAOUHSC_01364	12286	12286	12286
SAOUHSC_02473	952	952	952
SAOUHSC_01360	7228	7228	7228
SAOUHSC_01115	1185	1185	1185
SAOUHSC_02930	3232	3232	3232
SAOUHSC_02853	110958	110958	110958
SAOUHSC_01026	7208	7208	7208
SAOUHSC_00668	7273	7273	7273
hisB	111	111	111
SAOUHSC_00298	3150	3150	3150
SAOUHSC_00531	8685	8685	8685
SAOUHSC_02644	5497	5497	5497
SAOUHSC_03019	1001	1001	1001
SAOUHSC_00699	12608	12608	12608
SAOUHSC_00391	201	201	201
SAOUHSC_01665	4291	4291	4291
SAOUHSC_01824	2985	2985	2985
SAOUHSC_00374	42392	42392	42392
SAOUHSC_00037	7632	7632	7632
SAOUHSC_01312	188	188	188
SAOUHSC_00200	2122	2122	2122
SAOUHSC_00064	800	800	800
SAOUHSC_00430	4780	4780	4780
SAOUHSC_00334	7488	7488	7488
SAOUHSC_00315	518	518	518
SAOUHSC_02002	150	150	150
SAOUHSC_02463	1437	1437	1437
SAOUHSC_00833	10170	10170	10170
SAOUHSC_00764	8617	8617	8617
SAOUHSC_02110	3818	3818	3818
SAOUHSC_02474	4443	4443	4443
SAOUHSC_01470	5219	5219	5219
rnpA	686	686	686
SAOUHSC_02133	14271	14271	14271
SAOUHSC_01061	11162	11162	11162
murG	18224	18224	18224
SAOUHSC_02322	1329	1329	1329
SAOUHSC_00836	185277	185277	185277
SAOUHSC_00933	23670	23670	23670
SAOUHSC_00613	6073	6073	6073
SAOUHSC_02092	68640	68640	68640
SAOUHSC_02623	18388	18388	18388
SAOUHSC_01974	64691	64691	64691
SAOUHSC_00663	21344	21344	21344
SAOUHSC_00055	558	534	558
SAOUHSC_00831	6515	6515	6515
SAOUHSC_02659	5562	5562	5562
SAOUHSC_02652	16064	16064	16064
rpsT	17964	17964	17964
SAOUHSC_02131	6840	6832	6840
SAOUHSC_02613	7281	7281	7281
SAOUHSC_02161	1110	1110	1110
SAOUHSC_00950	1944	1944	1944
cmk	12279	12279	12279
SAOUHSC_02935	2999	2999	2999
SAOUHSC_01819	35537	35537	35537
SAOUHSC_00406	16884	16884	16884
SAOUHSC_01832	1536	1536	1536
SAOUHSC_01282	14986	14986	14986
SAOUHSC_01643	612	612	612
SAOUHSC_01206	2123	2123	2123
SAOUHSC_00891	61667	61667	61667
SAOUHSC_02401	110002	110002	110002
SAOUHSC_02685	78	78	78
SAOUHSC_02833	351	351	351
SAOUHSC_00296	2923	2923	2923
SAOUHSC_02897	969	969	969
SAOUHSC_01174	9855	9855	9855
SAOUHSC_01649	11746	11746	11746
SAOUHSC_01981	5495	5495	5495
SAOUHSC_01964	36964	36964	36964
SAOUHSC_00787	13831	13831	13831
SAOUHSC_01048	839	839	839
SAOUHSC_02793	28455	28455	28455
SAOUHSC_00156	18389	18389	18389
SAOUHSC_01661	2483	2483	2483
SAOUHSC_01019	1522	1522	1522
SAOUHSC_00407	6179	6179	6179
SAOUHSC_00648	38616	38616	38616
SAOUHSC_02747	6218	6218	6218
SAOUHSC_00305	1816	1816	1816
SAOUHSC_01831	6474	6474	6474
SAOUHSC_02867	1814	1814	1814
SAOUHSC_02531	519	519	519
SAOUHSC_02797	672	672	672
miaA	5709	5709	5709
SAOUHSC_00499	224900	224900	224900
SAOUHSC_01040	528185	528185	528185
SAOUHSC_02443	134108	134108	134108
SAOUHSC_00820	5823	5823	5823
SAOUHSC_01914	6485	6485	6485
SAOUHSC_02711	107	107	107
SAOUHSC_01358	27058	27058	27058
SAOUHSC_02135	5174	5174	5174
SAOUHSC_02994	8104	8104	8104
SAOUHSC_00584	9429	9429	9429
SAOUHSC_02096	28078	28078	28078
SAOUHSC_01326	9056	9056	9056
panC	15026	15026	15026
SAOUHSC_00629	584	584	584
SAOUHSC_00932	407	407	407
SAOUHSC_00426	463	463	463
SAOUHSC_02963	48130	47398	48130
rbfA	9187	9187	9187
SAOUHSC_01086	565	555	565
SAOUHSC_01379	799	799	799
SAOUHSC_01108	6530	6530	6530
engB	2653	2653	2653
SAOUHSC_00103	208	208	208
SAOUHSC_00644	13671	13671	13671
SAOUHSC_02996	832	832	832
SAOUHSC_02150	40751	40751	40751
SAOUHSC_00424	122	122	122
SAOUHSC_02902	623	623	623
SAOUHSC_01225	13654	13654	13654
SAOUHSC_00875	60769	60769	60769
SAOUHSC_02987	1242	1242	1242
SAOUHSC_01978	3587	3587	3587
SAOUHSC_02103	2841	2841	2841
SAOUHSC_02871	9546	9546	9546
SAOUHSC_00919	13752	13752	13752
SAOUHSC_02091	38518	38518	38518
SAOUHSC_02970	131	131	131
SAOUHSC_01455	53224	53224	53224
SAOUHSC_00138	138	138	138
SAOUHSC_01911	598	451	598
SAOUHSC_02825	348	348	348
SAOUHSC_00237	958	958	958
SAOUHSC_01371	458	458	458
SAOUHSC_02993	581	581	581
SAOUHSC_00475	6382	6382	6382
SAOUHSC_00638	7829	7829	7829
SAOUHSC_02980	12926	12926	12926
SAOUHSC_02661	1665	1665	1665
SAOUHSC_03012	186	186	186
SAOUHSC_00944	8731	8731	8731
SAOUHSC_02908	5334	5334	5334
SAOUHSC_03020	116	116	116
SAOUHSC_02915	3187	3187	3187
rpsQ	21238	21238	21238
SAOUHSC_00242	3994	3994	3994
SAOUHSC_03013	191	191	191
SAOUHSC_02370	13532	13532	13532
SAOUHSC_00565	8457	8457	8457
SAOUHSC_R00011	2	2	2
SAOUHSC_02675	4356	4356	4356
SAOUHSC_02551	3016	3016	3016
SAOUHSC_00904	25579	25579	25579
SAOUHSC_01966	15031	15031	15031
SAOUHSC_02834	10653	10653	10653
SAOUHSC_00617	36231	36231	36231
SAOUHSC_00342	4226	4226	4226
SAOUHSC_00564	8190	8190	8190
SAOUHSC_01384	562	562	562
SAOUHSC_00963	20610	20610	20610
SAOUHSC_02595	1182	1182	1182
SAOUHSC_00766	187	187	187
SAOUHSC_01283	4961	4961	4961
SAOUHSC_02143	22970	22970	22970
SAOUHSC_00893	16875	16875	16875
SAOUHSC_00708	19342	19342	19342
SAOUHSC_02921	3841	3841	3841
SAOUHSC_02697	26010	26010	26010
SAOUHSC_01882	21085	21085	21085
SAOUHSC_02375	25922	25922	25922
SAOUHSC_01433	34228	34228	34228
SAOUHSC_00716	4425	4425	4425
SAOUHSC_02428	5350	5350	5350
SAOUHSC_02997	620	620	620
SAOUHSC_00327	490	490	490
SAOUHSC_01594	30279	30279	30279
SAOUHSC_02901	571	571	571
SAOUHSC_00959	16351	16351	16351
SAOUHSC_02386	3577	3576	3577
SAOUHSC_02391	6582	6582	6582
SAOUHSC_00137	261	261	261
SAOUHSC_02881	19928	19928	19928
SAOUHSC_01782	16346	16346	16346
SAOUHSC_02158	49331	49331	49331
SAOUHSC_02596	788	788	788
SAOUHSC_01483	6581	6581	6581
SAOUHSC_00714	33001	33001	33001
SAOUHSC_00739	2145	2145	2145
SAOUHSC_01065	7230	7230	7230
SAOUHSC_00456	3466	3466	3466
SAOUHSC_00333	5130	5130	5130
SAOUHSC_02371	11611	11611	11611
SAOUHSC_00873	30895	30895	30895
SAOUHSC_01002	228807	228807	228807
SAOUHSC_01821	17018	17018	17018
moaC	8661	8661	8661
SAOUHSC_00500	134114	134114	134114
SAOUHSC_01039	22268	22268	22268
SAOUHSC_01677	40378	40378	40378
SAOUHSC_00776	9072	9072	9072
SAOUHSC_02427	3474	3474	3474
SAOUHSC_02300	22836	22836	22836
SAOUHSC_02111	3142	3142	3142
SAOUHSC_01746	57754	57754	57754
SAOUHSC_02693	265	265	265
SAOUHSC_00295	6544	6544	6544
SAOUHSC_00886	40869	40869	40869
SAOUHSC_01734	21303	21303	21303
SAOUHSC_00216	542	542	542
SAOUHSC_02969	141	141	141
SAOUHSC_00318	2951	2951	2951
SAOUHSC_01069	11345	11345	11345
SAOUHSC_00666	7095	7095	7095
rpsA	204279	204279	204279
SAOUHSC_01054	25667	25667	25667
SAOUHSC_01589	6422	6422	6422
SAOUHSC_01365	24869	24869	24869
SAOUHSC_02434	7245	7245	7245
gcvT	138275	138275	138275
sucC	569755	569755	569755
SAOUHSC_02101	1215	1215	1215
SAOUHSC_01127	101	101	101
SAOUHSC_02565	3558	3558	3558
SAOUHSC_00533	56443	56443	56443
SAOUHSC_02577	70531	70531	70531
rpsN_1	778	778	778
SAOUHSC_01463	55279	55279	55279
SAOUHSC_00696	12977	12977	12977
SAOUHSC_00731	22485	22485	22485
mobA	8437	8437	8437
SAOUHSC_02692	1569	1569	1569
SAOUHSC_02643	1898	1898	1898
SAOUHSC_A00354	20	20	20
SAOUHSC_03017	293	293	293
SAOUHSC_02859	30098	30098	30098
SAOUHSC_01797	59637	59637	59637
SAOUHSC_00481	5570	5570	5570
SAOUHSC_00113	1334	1334	1334
SAOUHSC_00338	1795	1795	1795
leuD	272	272	272
SAOUHSC_00771	9443	9443	9443
SAOUHSC_00643	11061	11061	11061
SAOUHSC_01375	3635	3635	3635
infA	18725	18725	18725
SAOUHSC_02557	387	387	387
SAOUHSC_A00992	1129	1114	1129
SAOUHSC_02269	11935	11935	11935
SAOUHSC_01694	14398	14398	14398
SAOUHSC_00622	114	114	114
SAOUHSC_00587	1136	1136	1136
SAOUHSC_02876	6090	6090	6090
SAOUHSC_02260	13358	13358	13358
SAOUHSC_01629	13506	13506	13506
SAOUHSC_02788	1961	1961	1961
SAOUHSC_01480	10368	10368	10368
SAOUHSC_01836	26844	26844	26844
SAOUHSC_02985	10506	10506	10506
SAOUHSC_01825	2355	2355	2355
guaA	58939	58939	58939
SAOUHSC_02134	5883	5883	5883
SAOUHSC_00331	622	622	622
SAOUHSC_01660	8382	8382	8382
SAOUHSC_00489	6567	6567	6567
SAOUHSC_00812	78163	78151	78163
SAOUHSC_00538	11337	11337	11337
SAOUHSC_02006	13432	13432	13432
SAOUHSC_01633	235984	235984	235984
SAOUHSC_01608	1290	1288	1290
SAOUHSC_02433	3528	3528	3528
SAOUHSC_01630	26212	26212	26212
SAOUHSC_00690	48344	48344	48344
SAOUHSC_00013	760	760	760
SAOUHSC_01041	417055	417055	417055
SAOUHSC_00002	32899	32899	32899
SAOUHSC_00190	2372	2372	2372
SAOUHSC_02544	4888	4888	4888
SAOUHSC_00952	16829	16829	16829
SAOUHSC_01980	3880	3880	3880
SAOUHSC_00423	184	184	184
SAOUHSC_00142	361	361	361
SAOUHSC_00906	126658	126658	126658
SAOUHSC_00964	2263	2263	2263
SAOUHSC_02000	19661	19661	19661
SAOUHSC_01348	6860	6860	6860
SAOUHSC_00450	4831	4831	4831
SAOUHSC_01904	220	220	220
SAOUHSC_00884	4766	4766	4766
tmk	4209	4209	4209
SAOUHSC_00337	3349	3349	3349
SAOUHSC_02736	6789	6789	6789
SAOUHSC_00214	70	70	70
SAOUHSC_02382	2150	2150	2150
SAOUHSC_00552	10123	10123	10123
SAOUHSC_00763	7312	7312	7312
ureE	2444	2444	2444
SAOUHSC_01870	14597	14597	14597
SAOUHSC_01001	397190	397190	397190
SAOUHSC_02765	677	677	677
SAOUHSC_02877	19426	19426	19426
SAOUHSC_01267	19049	19049	19049
rpsH	30571	30571	30571
SAOUHSC_00686	23518	23518	23518
SAOUHSC_01653	341519	341519	341519
SAOUHSC_01160	5290	5290	5290
SAOUHSC_00572	4702	4702	4702
SAOUHSC_00219	1103	1103	1103
SAOUHSC_01982	16569	16569	16569
gltD	1357	1357	1357
SAOUHSC_00029	3	3	3
SAOUHSC_01122	4	4	4
SAOUHSC_01833	2350	2350	2350
SAOUHSC_01490	505685	505685	505685
SAOUHSC_02941	525	525	525
coaD	8485	8485	8485
SAOUHSC_01125	98	98	98
SAOUHSC_00344	3964	3964	3964
SAOUHSC_01007	91675	91675	91675
SAOUHSC_02426	1875	1875	1875
SAOUHSC_01752	5317	5317	5317
SAOUHSC_01043	664766	664766	664766
SAOUHSC_00679	15971	15971	15971
SAOUHSC_00720	1943	1943	1943
SAOUHSC_01027	18150	18150	18150
SAOUHSC_00670	40842	40842	40842
SAOUHSC_01792	19547	19547	19547
SAOUHSC_00170	463	463	463
SAOUHSC_00817	285	285	285
acpS	6534	6534	6534
SAOUHSC_02376	41069	41069	41069
SAOUHSC_00758	3804	3804	3804
SAOUHSC_00167	603	603	603
SAOUHSC_00779	13909	13909	13909
hslU	49781	49781	49781
SAOUHSC_01042	626920	626920	626920
SAOUHSC_00756	15053	15053	15053
SAOUHSC_00281	278	278	278
SAOUHSC_00571	2896	2896	2896
SAOUHSC_02372	13906	13906	13906
SAOUHSC_02822	107508	107508	107508
SAOUHSC_01144	52374	52366	52374
murD	37157	37157	37157
SAOUHSC_00369	41872	41872	41872
nadE	13522	13522	13522
SAOUHSC_00317	17412	17412	17412
SAOUHSC_01924	33	33	33
SAOUHSC_01156	12367	12367	12367
SAOUHSC_02967	572	572	572
SAOUHSC_00652	15898	15898	15898
SAOUHSC_01053	3032	3032	3032
SAOUHSC_02716	36	36	36
SAOUHSC_02880	17877	17877	17877
SAOUHSC_02126	40479	40479	40479
SAOUHSC_01602	3820	3820	3820
SAOUHSC_02305	21103	21103	21103
SAOUHSC_02287	608	608	608
secY_1	127631	127631	127631
SAOUHSC_02406	15754	15754	15754
SAOUHSC_00542	16413	16413	16413
SAOUHSC_00444	43827	43827	43827
SAOUHSC_00604	49283	49283	49283
SAOUHSC_02137	29852	29852	29852
SAOUHSC_02321	1201	1201	1201
SAOUHSC_02823	5193	5193	5193
SAOUHSC_02407	21251	21251	21251
SAOUHSC_01787	11795	11795	11795
SAOUHSC_01255	10678	10678	10678
SAOUHSC_01000	134496	134496	134496
SAOUHSC_01871	18974	18974	18974
SAOUHSC_01903	458	458	458
rocD	255494	255494	255494
SAOUHSC_02516	16326	16326	16326
SAOUHSC_00911	831	831	831
SAOUHSC_00645	6401	6401	6401
SAOUHSC_01064	27476	27476	27476
SAOUHSC_01732	14803	14803	14803
SAOUHSC_00895	460726	460726	460726
SAOUHSC_02913	2549	2549	2549
SAOUHSC_01076	5694	5694	5694
SAOUHSC_02334	910	910	910
SAOUHSC_01693	1298	1298	1298
SAOUHSC_01139	1923	1923	1923
SAOUHSC_00184	2583	2583	2583
SAOUHSC_00942	23559	23559	23559
SAOUHSC_01989	8634	8634	8634
SAOUHSC_01034	4726	4726	4726
SAOUHSC_01720	29162	29162	29162
SAOUHSC_00217	763	763	763
SAOUHSC_00892	7284	7284	7284
SAOUHSC_02581	17999	17999	17999
SAOUHSC_00431	3731	3731	3731
SAOUHSC_02875	6507	6507	6507
SAOUHSC_02947	10339	10339	10339
recA	72695	72695	72695
SAOUHSC_00306	4205	4205	4205
SAOUHSC_00969	101	101	101
SAOUHSC_00581	3260	3260	3260
SAOUHSC_00951	72424	72424	72424
SAOUHSC_01488	8587	8554	8587
SAOUHSC_01420	9515	9515	9515
SAOUHSC_01874	5228	5228	5228
SAOUHSC_00909	18326	18326	18326
SAOUHSC_02591	4811	4811	4811
SAOUHSC_01827	104374	104374	104374
SAOUHSC_02927	456228	456228	456228
rpmJ	13254	13254	13254
SAOUHSC_02366	249103	249103	249103
SAOUHSC_T00034	493	493	493
SAOUHSC_01718	2137	2137	2137
SAOUHSC_01872	9987	9987	9987
SAOUHSC_00455	8515	8515	8515
glmU	91485	91485	91485
SAOUHSC_02982	49037	49037	49037
SAOUHSC_01382	210	210	210
SAOUHSC_01820	59216	59216	59216
SAOUHSC_02299	36576	36545	36576
SAOUHSC_01218	583287	583287	583287
SAOUHSC_02442	52930	52930	52930
SAOUHSC_01350	9355	9355	9355
SAOUHSC_01158	34737	34737	34737
SAOUHSC_00999	68876	68876	68876
SAOUHSC_02760	12528	12528	12528
SAOUHSC_00033	630	630	630
SAOUHSC_00573	53316	53316	53316
SAOUHSC_02983	13099	13099	13099
dnaA	32150	32150	32150
SAOUHSC_01204	32147	32147	32147
SAOUHSC_02112	1770	1770	1770
uhpT	2342	2342	2342
SAOUHSC_00502	10696	10696	10696
SAOUHSC_02844	38021	38021	38021
SAOUHSC_01949	1777	1777	1777
SAOUHSC_01625	61996	61996	61996
SAOUHSC_01807	54259	54259	54259
SAOUHSC_00009	46353	46353	46353
SAOUHSC_02527	27378	27378	27378
SAOUHSC_01441	3608	3566	3608
SAOUHSC_02922	30790	30790	30790
rplE	46577	46577	46577
SAOUHSC_01501	137718	137718	137718
SAOUHSC_00554	85280	85280	85280
SAOUHSC_01189	12450	12450	12450
SAOUHSC_00553	76015	76015	76015
SAOUHSC_01988	2791	2791	2791
SAOUHSC_00781	23216	23216	23216
SAOUHSC_01596	3859	3859	3859
SAOUHSC_01254	11097	11097	11097
SAOUHSC_01188	13157	13157	13157
rimM	1365	1365	1365
SAOUHSC_00457	1462	1462	1462
SAOUHSC_02712	586	586	586
SAOUHSC_00472	82875	82875	82875
SAOUHSC_02785	991	991	991
SAOUHSC_02535	760	754	760
SAOUHSC_01251	85101	85101	85101
SAOUHSC_00653	4885	4885	4885
SAOUHSC_01907	16357	16357	16357
SAOUHSC_01860	10784	10784	10784
SAOUHSC_02789	1610	1610	1610
SAOUHSC_02538	2902	2902	2902
SAOUHSC_01869	25190	25190	25190
SAOUHSC_01190	10993	10993	10993
SAOUHSC_02262	10765	10765	10765
SAOUHSC_01605	114126	114126	114126
SAOUHSC_00543	10225	10225	10225
SAOUHSC_01165	3964	3964	3964
SAOUHSC_01338	17201	17201	17201
SAOUHSC_01114	2435	2435	2435
SAOUHSC_00887	11520	11520	11520
SAOUHSC_01333	13339	13339	13339
SAOUHSC_02457	4423	4423	4423
SAOUHSC_00365	116376	116376	116376
SAOUHSC_00715	33912	33911	33912
SAOUHSC_01595	1341	1341	1341
SAOUHSC_01362	11961	11961	11961
SAOUHSC_02456	5638	5638	5638
SAOUHSC_02468	2592	2592	2592
SAOUHSC_02984	13710	13710	13710
SAOUHSC_00713	20091	20091	20091
SAOUHSC_02289	606	606	606
SAOUHSC_01741	10406	10406	10406
SAOUHSC_00488	69937	69937	69937
SAOUHSC_00877	9214	9214	9214
SAOUHSC_00935	39703	39703	39703
SAOUHSC_01427	22278	22278	22278
SAOUHSC_02896	411	411	411
SAOUHSC_00910	27883	27883	27883
SAOUHSC_01850	50301	50301	50301
